date.time	ntu
43148.92715	0.016
43150.00009	0.032
43149.40637	0.024
43149.40638	0
43150.00007	0.024
43150.10425	0
43148.96887	0.024
43151.34389	0.016
43151.35429	0.016
43150.00006	0.016
43150.05216	0.008
43150.05217	0.016
43150.05218	0.008
43150.10428	0.032
43150.00012	0.04
43150.09389	0.016
43151.35423	0
43148.47921	0.008
43148.92716	0.04
43151.14588	0.024
43151.18759	0.016
43151.35425	0.016
43150.0522	0.04
43151.18762	0.032
43151.18764	0.008
43148.92713	0.016
43148.96886	0.008
43150.04181	0.032
43150.09388	0.016
43151.18761	0.032
43151.18763	0.008
43151.34387	0.016
43150.0001	0.008
43150.09386	0.016
43151.3543	0.008
43148.96884	0.008
43150.05219	0.032
43150.05222	0.008
43151.1459	0.024
43149.40636	0.024
43150.04179	0.008
43150.0418	0.04
43150.10426	0.016
43151.1876	0.024
43151.35428	0.008
43149.40635	0.016
43150.09387	0.024
43089.28134	-0.008
43150.00011	-0.008
43151.04171	-0.016
43089.28135	-0.016
43151.09379	0.032
43151.13549	0.04
43151.13553	0
43089.28139	0.008
43148.47923	0.008
43151.08345	0.008
43151.08346	0.024
43148.83339	0.032
43148.88551	0.016
43148.92719	0.016
43151.0938	0.016
43148.83337	0.04
43151.08341	0.008
43151.13555	0.008
43148.92718	0.016
43150.00014	0.008
43151.13551	0.016
43148.88549	0.016
43148.92722	0.008
43151.09381	0.016
43089.28138	0.008
43148.88548	0.016
43148.92717	0.016
43149.98973	0.008
43150.00013	0.024
43148.46889	0.016
43148.47929	0.04
43149.95839	0.008
43149.9584	0.008
43149.98972	0.024
43151.13554	0.008
43089.28137	0
43148.84379	0.024
43148.91679	0
43148.9272	0.008
43151.13556	0.016
43148.47926	0.008
43148.4793	0.016
43150.00016	0.016
43148.46888	0.008
43148.47922	0.008
43148.8438	0.024
43148.91681	0.024
43149.94797	0
43151.08344	0.032
43148.47925	0.016
43148.88546	0
43151.08342	0.016
43151.1355	0.016
43148.47928	0
43148.88547	0.016
43149.95841	0.008
43151.0834	0.024
43148.47924	0
43151.08343	0.024
43151.09382	0.008
43089.28133	0.008
43089.28136	0.016
43148.9168	0.016
43149.95837	0.032
43150.00017	0.008
43148.83348	-0.016
43147.40638	-0.008
43147.41673	-0.016
43147.42712	0
43148.83343	0.008
43150.97921	0.024
43151.03136	0.032
43147.41672	0.016
43148.87511	0.008
43149.948	0.008
43147.41671	0.008
43149.94804	0.024
43150.98962	0.016
43151.03134	0.024
43147.41674	0.008
43148.79171	0.016
43148.87512	0.008
43150.39596	0.032
43150.40631	0
43151.03137	0.016
43148.82306	0.008
43148.8334	0.008
43148.8855	0.024
43151.03132	0.024
43150.39595	0.008
43148.83345	0.008
43150.40629	0.016
43151.03131	0.04
43148.09379	0
43148.83347	0
43148.87514	0.024
43150.98963	0.016
43151.04173	0.024
43149.94801	0.016
43150.39594	0.016
43151.03135	0.016
43148.83344	0.024
43150.4063	0.008
43151.04172	0
43148.47931	0.016
43149.94799	0
43149.94805	0.016
43149.94806	0.008
43148.83342	0.024
43148.87513	0.024
43150.39598	0.008
43151.08348	0.008
43147.40639	0.024
43150.97922	0.008
43148.83341	0.024
43148.88553	0.008
43150.39593	0.016
43151.04174	0.032
43148.79172	0
43148.8751	0.016
43149.94798	0.016
43149.94803	0.016
43150.98965	0.024
43151.03138	0.024
43148.00006	-0.008
43150.97926	-0.008
43148.09382	0.008
43148.79175	0.016
43149.44801	0.016
43149.44805	0.024
43151.03139	0
43147.41679	0
43147.95837	0.008
43148.00012	0
43148.09389	0.04
43148.79176	0.032
43150.97923	0.048
43148.00007	0.032
43148.09388	0.032
43148.79173	0.016
43150.92715	0.024
43147.41681	0
43148.0938	0.016
43148.79179	0.04
43149.45837	0.024
43150.93757	0.016
43150.97931	0.016
43148.04175	0.008
43148.08347	0.032
43149.44806	0.016
43150.97925	0.024
43148.00009	0.048
43149.448	0.016
43150.93756	0.032
43150.97924	0.008
43150.97929	0.04
43148.04174	0.016
43149.44802	0.024
43147.41678	0.008
43148.09384	0.008
43149.4584	0.016
43150.40635	0
43150.93754	0.024
43147.9584	0.024
43148.09386	0.016
43148.78138	0.008
43148.7918	0.024
43150.40634	0.024
43147.41676	0.032
43148.00012	0.008
43148.76046	0.016
43150.93755	0.024
43148.0001	0.032
43148.04176	0.032
43148.08348	0
43149.45841	0.024
43150.97928	0.032
43147.95841	0.008
43148.09381	0.024
43148.78137	0.016
43149.45843	0.016
43150.40636	0.032
43148.79174	0.024
43149.44804	0.008
43150.9793	0.008
43147.41675	0.008
43147.95838	0.024
43148.04178	0.016
43148.09387	0.032
43149.45838	0
43150.92716	0.008
43147.4168	0.008
43147.98968	0.032
43148.00014	0.032
43148.09385	0.016
43148.79178	0.032
43150.40632	0.04
43147.98972	-0.008
43147.91673	-0.016
43147.95842	-0.016
43148.78139	0
43150.92717	0.008
43150.92722	0.008
43147.94804	0.032
43148.00011	0.032
43149.45842	0.024
43150.88548	0.016
43150.92723	0.008
43147.95843	0.016
43150.88549	0
43147.91672	0.008
43150.9272	0.016
43147.91674	0.016
43147.94806	0.024
43150.92718	0.016
43147.95844	0.032
43148.75005	0.024
43148.76047	0.008
43148.76048	0.024
43148.76049	0.024
43147.91671	0.008
43150.92719	0.008
43147.94803	0.008
43147.95845	0.024
43148.00013	0.008
43150.88547	0.008
43148.75006	0.032
43149.45844	0.032
43147.94805	0.016
43148.75007	0.016
43147.98969	0.016
43147.98973	0.016
43149.85421	0.008
43147.9897	0.016
43148.75004	0.016
43150.88546	0.008
43147.87505	-0.016
43148.52096	-0.008
43150.87507	-0.008
43149.8438	-0.008
43147.90636	0.008
43148.5209	0.016
43150.8855	0.008
43147.91675	0.016
43149.84386	0
43147.90637	0.024
43148.5313	0.016
43149.50005	0.008
43149.50007	0.04
43149.51046	0.008
43148.52095	0.016
43150.87513	0.024
43148.52091	0.032
43148.52094	0.024
43148.73973	0.024
43149.51047	0.016
43149.84381	0.016
43149.84384	0.024
43149.84382	0.024
43148.52092	0.032
43148.53129	0.024
43148.75012	0.008
43149.84385	0.032
43150.8751	0.008
43147.44806	0.016
43147.87506	0.016
43147.90638	0.024
43147.90639	0.024
43149.84379	0.032
43150.87514	0.008
43147.91678	0
43148.75011	0.016
43149.5001	0.024
43150.87512	0.024
43147.91676	0
43148.52093	0.008
43148.75009	0.016
43149.50004	0.032
43149.50006	0.016
43150.87509	0.016
43150.87511	0.024
43148.52098	0.024
43147.87504	0.008
43148.73972	0
43148.75013	0.016
43148.75014	0.016
43147.90635	0
43148.7501	0.032
43147.8647	-0.008
43148.53131	-0.016
43148.70837	0
43147.86472	0.016
43147.87509	0.024
43149.51048	0.008
43149.84388	0.008
43148.7084	0.032
43150.8334	0
43149.50013	0.016
43150.83338	0.016
43147.86473	0
43149.50012	0.016
43149.81254	0
43147.86468	0.008
43150.83337	0.016
43150.83341	0.016
43147.83337	0
43147.87507	0.016
43149.50009	0.016
43149.83348	0.016
43148.70838	0.016
43148.53132	0.008
43149.50014	0.024
43149.81255	0.024
43149.81256	0.016
43147.87511	0.016
43149.84387	0
43147.86469	0.032
43147.8751	0
43149.50011	0.048
43149.84389	0.032
43141.53132	9.9
43147.83341	-0.008
43147.45844	-0.016
43147.45837	0.024
43148.70845	0
43148.70848	0.016
43147.82299	0.016
43150.82306	0.024
43147.82298	0.024
43150.82305	0
43150.83342	0.024
43149.80221	0.016
43148.70847	0.032
43149.8022	0.008
43150.82303	0.016
43150.82304	0.016
43148.70841	0.024
43148.70844	0
43149.80212	0.024
43147.45841	0.016
43148.57296	0.016
43149.80215	0.024
43149.80216	0
43147.83338	0.024
43147.8334	0.024
43149.80218	0.016
43147.45838	0.016
43147.45843	0.016
43148.70842	0.016
43149.80219	0.024
43150.82299	0.04
43150.82301	0.032
43149.80217	0.024
43147.45842	0.008
43149.80213	0.016
43150.823	0
43148.70843	0.008
43147.4584	0.032
#VALUE!	9.9
43148.56264	-0.008
43148.57305	-0.024
43149.79179	-0.008
43148.62504	-0.008
43148.57298	-0.024
43147.82305	0
43148.573	0.008
43148.57303	0.024
43150.44799	0.016
43150.44804	0.032
43148.57299	0.008
43147.82306	0.024
43148.57297	0.016
43148.66676	0.016
43147.82301	0
43150.448	0.032
43150.44801	0.016
43148.56263	0.024
43149.79174	0.016
43150.44803	0.024
43149.55212	0.016
43148.57304	0.024
43148.66672	0.032
43148.66673	0.032
43150.44806	0.024
43147.823	0.032
43148.66674	0.008
43150.44805	0.016
43149.79176	0.016
43148.56262	0.016
43149.55213	0.008
43149.79181	0.016
43149.79175	0.024
43149.79178	0.008
43147.82304	0.008
43149.7918	0.008
43149.80223	0.008
43148.66671	0.024
43148.69806	0.024
43147.82303	0
43148.57301	0
43148.62505	0.016
43148.69805	0.024
43149.55223	-0.016
43150.78135	-0.008
43148.61466	0.008
43149.55216	0.016
43149.55217	0.016
43148.62507	0
43148.66678	0.016
43149.55215	0.016
43150.45837	0.024
43148.62509	0.016
43149.54181	0.016
43148.62506	0.016
43149.55222	0
43150.45841	0.008
43150.78129	0.008
43148.61472	0.008
43148.65637	0.032
43148.65639	0.032
43148.61473	0.024
43149.5418	0.032
43150.7813	0.016
43148.61469	0.016
43148.65635	0.008
43148.61467	0.032
43148.6147	0.024
43148.65636	0.024
43148.66675	0.008
43150.45843	0.008
43148.61468	0
43149.55219	0.04
43150.78131	0.016
43148.65634	0.024
43149.5522	0.008
43147.50004	0.008
43148.65638	0.016
43149.55218	0.016
43150.45838	0.024
43150.4584	0.032
43150.78132	0
43148.61465	0
43149.75004	0.008
43119.61466	10.3
43147.50011	-0.008
43147.50009	-0.008
43147.78131	0.008
43149.75011	0.016
43147.50013	0.032
43150.77092	0.04
43150.77095	0.016
43147.7813	0.008
43149.75005	0.016
43149.75006	0.024
43149.75007	0.024
43150.77096	0.032
43150.78134	0.024
43147.50007	0.032
43147.50014	0.024
43149.75009	0.016
43150.77094	0.032
43147.78129	0.032
43150.77093	0.016
43147.5001	0.024
43147.50012	0
43147.78135	0
43149.7501	0.032
43147.78132	0.032
43150.45842	0.024
43147.50006	0.016
43150.77098	0.016
43147.50005	0.024
43149.60425	-0.016
43149.60421	0.024
43147.78136	0.016
43149.69797	0.016
43149.73968	0.016
43149.59384	0.024
43149.59385	0.032
43149.65629	0.032
43149.59386	0.032
43149.59389	0.008
43149.7397	0.008
43149.73969	0
43149.59388	0.016
43147.77093	0.024
43147.77094	0.024
43147.77095	0.016
43147.78134	0.04
43147.51047	0.008
43147.51048	0.016
43149.60423	0.024
43149.60424	0
43149.73972	0.008
43149.64588	0.032
43147.51046	0.016
43149.60428	0.016
43149.69796	0.016
43149.59387	0.024
43149.60426	0.016
43149.60422	0.032
43149.73973	0.016
43140.36465	10.068
43147.77097	-0.008
43126.27091	2.925
43126.323	1.719
43126.32302	1.687
43126.32304	1.591
43126.38548	2.483
43127.34379	3.535
43140.36464	9.313
43149.6459	0.04
43149.68764	0
43149.69804	0.016
43150.72924	0.016
43126.2709	2.097
43147.77098	0.032
43149.64593	0.008
43149.64598	0.016
43150.72923	0
43089.29172	0.096
43126.19797	2.017
43126.32301	1.398
43149.68762	0.024
43149.69799	0.016
43149.69803	0.032
43149.64591	0.016
43149.6563	0.024
43149.698	0
43126.20839	3.6
43126.27089	1.808
43126.32303	2.475
43126.39589	2.402
43127.34381	3.093
43127.40629	4.299
43149.65631	0.016
43150.72922	0.008
43126.33337	1.583
43126.3334	2.001
43140.36462	7.722
43149.64594	0.032
43120.2292	5.062
43126.26052	1.904
43126.38547	2.587
43149.64592	0.032
43150.72921	0.048
43120.22922	7.047
43126.27087	1.953
43126.33339	2.186
43120.22925	4.797
43126.20837	1.928
43126.2084	3.672
43126.27093	1.647
43126.39587	1.953
43149.64595	0
43149.68761	0.016
43149.68763	0.024
43149.69801	0.008
43089.29171	0.104
43126.38545	3.439
43120.22923	4.974
43149.64597	0.008
43149.69798	0.024
43126.33341	1.824
43150.72926	0.016
43140.35425	10.097
43140.05214	12.651
43140.30212	15.768
43140.30214	10.442
43140.30219	12.531
43140.30216	15.47
43140.05215	11.976
43140.30218	10.739
43120.22926	10.763
43140.30215	11.205
43140.3543	10.908
43140.05212	13.832
43150.51047	-0.008
43150.50014	-0.008
43150.51049	-0.016
43126.38554	1.791
43126.38556	1.952
43126.44795	2.024
43127.33347	2.53
43126.19798	1.703
43127.40633	3.759
43140.36467	9.181
43140.36468	7.952
43140.41679	7.896
43126.19805	1.446
43126.20841	2.113
43126.27092	1.687
43127.39596	4.603
43127.39597	3.333
43127.40631	3.51
43127.40634	4.522
43140.41678	7.872
43150.51048	0
43150.71889	0.032
43120.22929	4.562
43125.96879	3.799
43127.40639	3.47
43120.22928	7.044
43126.14587	2.233
43126.19802	1.679
43126.32305	1.51
43127.33342	2.362
43127.40636	4.354
43140.35431	8.563
43141.26046	8.322
43150.72925	0.008
43126.19806	2
43126.26056	1.727
43127.0209	9.711
43127.27089	3.213
43127.28131	3.478
43127.29172	3.173
43127.33341	2.418
43140.35426	9.326
43140.42712	7.285
43089.29174	0.08
43126.26053	1.558
43126.32306	1.799
43126.38553	2.53
43126.44797	1.663
43140.41675	9.326
43150.50011	0.008
43150.51046	0
43126.14589	4.354
43126.19803	1.687
43126.38551	2.474
43126.3959	3.936
43127.2917	3.205
43127.34383	3.558
43127.40637	3.317
43147.73965	0.016
43120.21889	4.932
43126.19799	5.342
43127.33343	3.133
43127.34384	2.667
43127.39595	3.807
43140.41676	7.808
43147.73964	0.008
43150.71888	0
43089.29173	0.08
43120.21886	6.779
43140.35428	8.924
43140.42714	7.783
43150.50013	0.032
43120.21887	4.273
43120.2189	5.093
43126.19804	2.321
43126.38555	2.787
43140.4168	8
43089.29175	0.096
43126.26054	2.378
43126.38552	1.992
43127.39598	3.735
43140.41674	7.775
43150.71884	0.024
43150.71885	0.024
43150.71886	0.008
43126.26051	1.968
43126.38549	2.04
43127.40632	4.056
43127.40635	4.426
43140.36466	9.864
43150.50009	0
43150.50012	0
43126.19801	1.912
43127.02087	8.908
43127.28129	2.795
43140.35429	9.872
43120.22927	4.827
43126.08337	2.795
43126.26055	1.815
43127.02089	6.506
43127.33346	2.779
43127.33348	2.305
43127.34382	2.916
43147.73962	0
43147.73966	0.016
43150.5001	0.04
43150.71887	0.032
43126.1459	1.759
43127.33345	3.109
43140.42715	8.667
43140.42716	7.567
43140.04175	11.555
43140.23965	10.487
43140.29178	15.409
43127.02091	13.016
43140.22924	16.935
43141.07297	13.851
43127.01053	13.081
43139.98966	15.425
43140.23964	12.944
43140.23967	16.333
