date	time	date.time	425nm	455nm	485nm	515nm	555nm	615nm	660nm	695nm	tilt
43099	0.66681713	43099.66682	1.506	3.524	4.839	5.775	5.572	0.535	0.235	0.253	1.6
43099	0.677141204	43099.67714	1.25	2.964	4.13	4.924	4.791	0.444	0.198	0.214	1.8
43099	0.677152778	43099.67715	1.239	2.943	4.104	4.943	4.773	0.446	0.196	0.214	1.7
43099	0.677164352	43099.67716	1.23	2.921	4.063	4.864	4.717	0.442	0.195	0.212	2.1
43099	0.677175926	43099.67718	1.256	2.963	4.125	4.946	4.794	0.45	0.198	0.215	2
43099	0.6771875	43099.67719	1.238	2.925	4.097	4.907	4.756	0.445	0.196	0.213	2.2
43099	0.677199074	43099.6772	1.253	2.98	4.138	4.967	4.811	0.452	0.201	0.216	2
43099	0.677210648	43099.67721	1.257	2.981	4.146	4.957	4.82	0.452	0.199	0.216	1.8
43099	0.677222222	43099.67722	1.255	2.97	4.14	4.969	4.81	0.449	0.198	0.216	1.8
43099	0.677233796	43099.67723	1.25	2.966	4.138	4.984	4.818	0.451	0.198	0.215	1.8
43099	0.68755787	43099.68756	0.468	1.111	1.693	2.153	2.284	0.213	0.092	0.098	1.9
43099	0.687569444	43099.68757	0.467	1.119	1.708	2.174	2.311	0.212	0.092	0.098	2.2
43099	0.687581019	43099.68758	0.464	1.106	1.686	2.16	2.29	0.213	0.092	0.097	1.6
43099	0.687592593	43099.68759	0.459	1.094	1.666	2.126	2.25	0.209	0.09	0.096	1.7
43099	0.687604167	43099.6876	0.456	1.089	1.681	2.151	2.279	0.209	0.09	0.097	1.8
43099	0.687615741	43099.68762	0.463	1.118	1.686	2.148	2.276	0.191	0.092	0.097	1.7
43099	0.687627315	43099.68763	0.463	1.114	1.691	2.154	2.28	0.212	0.092	0.099	1.5
43099	0.687638889	43099.68764	0.473	1.128	1.721	2.191	2.326	0.215	0.093	0.1	1.6
43099	0.687650463	43099.68765	0.468	1.121	1.704	2.183	2.302	0.215	0.097	0.098	1.8
43099	0.697974537	43099.69797	0.495	1.195	1.782	2.239	2.292	0.207	0.091	0.099	1.6
43099	0.697986111	43099.69799	0.488	1.177	1.758	2.212	2.26	0.203	0.09	0.097	1.8
43099	0.697997685	43099.698	0.487	1.174	1.754	2.198	2.25	0.202	0.089	0.098	1.7
43099	0.698009259	43099.69801	0.483	1.174	1.747	2.192	2.241	0.202	0.089	0.096	1.7
43099	0.698020833	43099.69802	0.513	1.176	1.753	2.199	2.254	0.203	0.089	0.098	1.8
43099	0.698032407	43099.69803	0.489	1.184	1.759	2.215	2.268	0.227	0.089	0.102	1.9
43099	0.698043981	43099.69804	0.484	1.168	1.742	2.187	2.238	0.2	0.089	0.097	1.9
43099	0.698055556	43099.69806	0.486	1.166	1.743	2.195	2.244	0.203	0.089	0.096	2.1
43099	0.69806713	43099.69807	0.487	1.176	1.753	2.196	2.254	0.202	0.089	0.097	1.7
43099	0.708391204	43099.70839	0.493	1.19	1.733	2.131	2.109	0.185	0.082	0.091	1.9
43099	0.708402778	43099.7084	0.492	1.192	1.739	2.143	2.118	0.186	0.083	0.092	1.7
43099	0.708414352	43099.70841	0.492	1.186	1.728	2.142	2.113	0.185	0.082	0.091	1.9
43099	0.708425926	43099.70843	0.488	1.176	1.715	2.107	2.087	0.182	0.081	0.09	1.7
43099	0.7084375	43099.70844	0.598	1.182	1.733	2.129	2.107	0.185	0.081	0.091	1.4
43099	0.708449074	43099.70845	0.497	1.198	1.733	2.132	2.112	0.189	0.081	0.094	1.7
43099	0.708460648	43099.70846	0.496	1.192	1.736	2.141	2.121	0.186	0.082	0.091	1.6
43099	0.708472222	43099.70847	0.496	1.192	1.741	2.143	2.119	0.185	0.082	0.092	1.7
43099	0.708483796	43099.70848	0.493	1.19	1.733	2.137	2.113	0.184	0.082	0.091	2
43099	0.71880787	43099.71881	0.404	0.987	1.434	1.754	1.713	0.146	0.066	0.074	1.9
43099	0.718819444	43099.71882	0.405	0.991	1.435	1.759	1.727	0.146	0.067	0.075	2.1
43099	0.718831019	43099.71883	0.409	0.985	1.431	1.759	1.717	0.147	0.065	0.074	1.9
43099	0.718842593	43099.71884	0.409	0.986	1.424	1.744	1.707	0.145	0.065	0.074	1.9
43099	0.718854167	43099.71885	0.419	0.988	1.436	1.758	1.716	0.147	0.066	0.072	1.9
43099	0.718865741	43099.71887	0.405	0.981	1.43	1.748	1.708	0.117	0.067	0.075	1.7
43099	0.718877315	43099.71888	0.408	0.997	1.45	1.769	1.732	0.147	0.066	0.074	1.9
43099	0.718888889	43099.71889	0.411	0.994	1.441	1.771	1.731	0.147	0.066	0.075	1.9
43099	0.718900463	43099.7189	0.406	0.988	1.431	1.755	1.715	0.146	0.065	0.074	1.6
43099	0.729224537	43099.72922	0.327	0.794	1.147	1.4	1.358	0.113	0.051	0.058	1.7
43099	0.729236111	43099.72924	0.323	0.786	1.139	1.398	1.349	0.113	0.051	0.057	2
43099	0.729247685	43099.72925	0.319	0.78	1.131	1.379	1.333	0.111	0.051	0.057	2
43099	0.729259259	43099.72926	0.327	0.781	1.135	1.386	1.339	0.111	0.05	0.057	1.6
43099	0.729270833	43099.72927	0.308	0.762	1.123	1.373	1.326	0.11	0.05	0.057	1.8
43099	0.729282407	43099.72928	0.322	0.782	1.125	1.374	1.328	0.086	0.044	0.056	1.7
43099	0.729293981	43099.72929	0.321	0.783	1.131	1.384	1.339	0.111	0.052	0.058	1.9
43099	0.729305556	43099.72931	0.324	0.777	1.133	1.384	1.336	0.11	0.049	0.057	1.7
43099	0.72931713	43099.72932	0.321	0.779	1.12	1.373	1.328	0.11	0.05	0.057	1.7
43099	0.739641204	43099.73964	0.24	0.589	0.842	1.026	0.979	0.079	0.037	0.043	1.2
43099	0.739652778	43099.73965	0.235	0.58	0.835	1.015	0.967	0.079	0.036	0.042	1.7
43099	0.739664352	43099.73966	0.235	0.58	0.83	1.003	0.956	0.078	0.035	0.041	1.5
43099	0.739675926	43099.73968	0.236	0.583	0.833	1.009	0.963	0.079	0.037	0.042	1.8
43099	0.7396875	43099.73969	0.254	0.577	0.84	1.017	0.968	0.079	0.037	0.042	1.8
43099	0.739699074	43099.7397	0.241	0.59	0.844	1.025	0.978	0.054	0.038	0.042	1.5
43099	0.739710648	43099.73971	0.241	0.585	0.841	1.027	0.981	0.08	0.038	0.042	1.8
43099	0.739722222	43099.73972	0.237	0.582	0.831	1.016	0.968	0.081	0.036	0.042	1.6
43099	0.739733796	43099.73973	0.233	0.573	0.818	0.997	0.95	0.077	0.037	0.041	1.6
43099	0.75005787	43099.75006	0.167	0.411	0.583	0.698	0.649	0.052	0.025	0.028	1.7
43099	0.750069444	43099.75007	0.169	0.411	0.582	0.697	0.645	0.052	0.024	0.027	1.8
43099	0.750081019	43099.75008	0.169	0.413	0.574	0.691	0.635	0.051	0.024	0.028	1.8
43099	0.750092593	43099.75009	0.171	0.408	0.576	0.691	0.638	0.051	0.025	0.028	1.8
43099	0.750104167	43099.7501	0.162	0.423	0.583	0.698	0.648	0.052	0.025	0.028	1.8
43099	0.750115741	43099.75012	0.171	0.418	0.582	0.702	0.648	0.076	0.013	0.031	1.6
43099	0.750127315	43099.75013	0.169	0.414	0.582	0.698	0.642	0.051	0.024	0.028	1.6
43099	0.750138889	43099.75014	0.165	0.42	0.58	0.69	0.639	0.052	0.021	0.028	1.6
43099	0.750150463	43099.75015	0.17	0.415	0.576	0.697	0.644	0.051	0.024	0.029	1.7
43099	0.760474537	43099.76047	0.097	0.243	0.335	0.405	0.367	0.029	0.015	0.015	1.8
43099	0.760486111	43099.76049	0.093	0.242	0.338	0.402	0.358	0.029	0.015	0.015	2
43099	0.760497685	43099.7605	0.097	0.238	0.331	0.394	0.353	0.028	0.014	0.015	1.8
43099	0.760509259	43099.76051	0.093	0.24	0.332	0.397	0.357	0.028	0.015	0.015	1.7
43099	0.760520833	43099.76052	0.079	0.261	0.337	0.402	0.366	0.029	0.014	0.015	1.6
43099	0.760532407	43099.76053	0.095	0.232	0.332	0.403	0.361	0.019	0.012	0.014	1.8
43099	0.760543981	43099.76054	0.098	0.239	0.332	0.395	0.35	0.03	0.014	0.015	1.9
43099	0.760555556	43099.76056	0.097	0.241	0.33	0.394	0.352	0.028	0.012	0.016	1.5
43099	0.76056713	43099.76057	0.097	0.242	0.333	0.396	0.356	0.028	0.013	0.016	2.2
43099	0.770891204	43099.77089	0.049	0.132	0.174	0.202	0.168	0.013	0.007	0.008	2
43099	0.770902778	43099.7709	0.048	0.129	0.169	0.202	0.167	0.014	0.005	0.008	1.6
43099	0.770914352	43099.77091	0.048	0.123	0.169	0.201	0.168	0.013	0.006	0.007	1.4
43099	0.770925926	43099.77093	0.043	0.131	0.171	0.2	0.164	0.013	0.006	0.007	1.7
43099	0.7709375	43099.77094	0.029	0.126	0.171	0.2	0.167	0.013	0.007	0.008	2
43099	0.770949074	43099.77095	0.045	0.13	0.172	0.201	0.166	0.033	0.008	0.007	1.8
43099	0.770960648	43099.77096	0.052	0.131	0.172	0.203	0.166	0.013	0.006	0.008	2.1
43099	0.770972222	43099.77097	0.052	0.129	0.173	0.202	0.168	0.015	0.006	0.007	1.5
43099	0.770983796	43099.77098	0.053	0.128	0.172	0.202	0.166	0.013	0.005	0.008	1.7
43099	0.78130787	43099.78131	0.016	0.047	0.058	0.075	0.065	0.005	0.002	0.002	1.5
43099	0.781319444	43099.78132	0.018	0.049	0.056	0.078	0.064	0.006	0.003	0.003	1.7
43099	0.781331019	43099.78133	0.018	0.047	0.057	0.076	0.067	0.006	0.003	0.002	1.8
43099	0.781342593	43099.78134	0.018	0.044	0.06	0.076	0.063	0.006	0.003	0.003	2.1
43099	0.781354167	43099.78135	0.018	0.051	0.063	0.075	0.065	0.004	0.003	0.004	1.7
43099	0.781365741	43099.78137	0.013	0.048	0.059	0.077	0.064	-0.005	0.003	0.004	1.8
43099	0.781377315	43099.78138	0.015	0.042	0.06	0.076	0.065	0.006	0.002	0.003	1.8
43099	0.781388889	43099.78139	0.014	0.048	0.061	0.074	0.063	0.005	0.004	0.003	1.8
43099	0.781400463	43099.7814	0.015	0.045	0.055	0.077	0.063	0.003	0.004	0.003	2
43099	0.791724537	43099.79172	0	0.006	0	0.006	0.006	-0.001	0	0.001	2
43099	0.791736111	43099.79174	0	0.008	0.002	0.007	0.004	-0.001	0	0	1.9
43099	0.791747685	43099.79175	0.002	0.008	-0.001	0.006	0.003	0	0.001	0	2
43099	0.791759259	43099.79176	0.001	0.007	0.001	0.006	0.004	-0.001	0	0	1.9
43099	0.791770833	43099.79177	0.014	-0.001	-0.003	0.006	0.004	-0.001	0.001	-0.001	1.6
43099	0.791782407	43099.79178	-0.001	0.005	-0.002	0.006	0.005	-0.009	-0.002	0	1.8
43099	0.791793981	43099.79179	0	0.007	0.001	0.007	0.004	-0.001	0	0	1.9
43099	0.791805556	43099.79181	0.003	0.006	-0.002	0.006	0.004	-0.001	-0.001	0	1.7
43099	0.79181713	43099.79182	0.003	0.007	-0.006	0.006	0.004	-0.001	0	0	1.6
43099	0.802141204	43099.80214	-0.001	0.004	-0.007	-0.001	-0.001	-0.001	0	0	1.5
43099	0.802152778	43099.80215	0	0.001	-0.004	-0.001	-0.002	0	0	-0.001	1.6
43099	0.802164352	43099.80216	0.001	0.004	-0.004	-0.002	-0.001	-0.001	0	0	1.6
43099	0.802175926	43099.80218	0.003	0.004	-0.007	-0.001	-0.006	-0.001	-0.001	-0.002	1.8
43099	0.8021875	43099.80219	0.102	-0.006	-0.006	0	-0.002	-0.001	0	0	1.5
43099	0.802199074	43099.8022	0	0.003	-0.007	0	-0.002	0.009	0.003	0	1.8
43099	0.802210648	43099.80221	0	0.001	-0.005	-0.001	-0.002	-0.003	-0.001	0	1.9
43099	0.802222222	43099.80222	-0.001	0.001	-0.008	-0.001	-0.002	-0.003	0.004	0	1.9
43099	0.802233796	43099.80223	0.002	0.002	-0.007	-0.002	-0.002	-0.002	0	-0.001	1.7
43099	0.81255787	43099.81256	0.001	0.002	-0.012	-0.002	-0.002	0	0.001	0	1.5
43099	0.812569444	43099.81257	0.001	0.002	-0.007	-0.001	0	-0.001	0	-0.001	1.8
43099	0.812581019	43099.81258	-0.001	0.002	-0.009	-0.001	0.001	0	-0.001	-0.001	1.6
43099	0.812592593	43099.81259	0.003	-0.001	-0.005	-0.001	0.069	0	0	-0.001	1.5
43099	0.812604167	43099.8126	-0.069	0.005	-0.005	-0.002	-0.002	-0.002	0.001	0	1.7
43099	0.812615741	43099.81262	0	-0.037	-0.005	0	0	-0.002	0.002	0	1.7
43099	0.812627315	43099.81263	0.002	0.008	-0.007	-0.003	0	-0.002	-0.001	-0.001	1.9
43099	0.812638889	43099.81264	0.002	0.004	-0.006	0.001	-0.002	0	-0.001	-0.001	2.1
43099	0.812650463	43099.81265	0	0.002	-0.011	-0.001	-0.003	-0.001	0.001	0	1.6
43099	0.822974537	43099.82297	0.001	0	-0.004	0.001	-0.002	-0.001	0	0	1.8
43099	0.822986111	43099.82299	-0.001	0.003	-0.006	-0.002	-0.001	-0.001	0.002	0.001	1.7
43099	0.822997685	43099.823	-0.004	0.001	-0.007	-0.004	-0.002	-0.001	-0.001	0	1.7
43099	0.823009259	43099.82301	0	0.001	-0.006	-0.003	0.024	-0.001	0	0.001	2.1
43099	0.823020833	43099.82302	-0.059	0.005	-0.005	-0.001	-0.003	-0.002	0	0	1.8
43099	0.823032407	43099.82303	0.002	0.056	-0.003	-0.001	-0.003	-0.002	-0.001	0	1.6
43099	0.823043981	43099.82304	-0.001	-0.003	-0.008	-0.002	0	-0.002	0	-0.001	1.8
43099	0.823055556	43099.82306	-0.001	-0.002	-0.003	0	-0.003	-0.001	0	0.001	1.8
43099	0.82306713	43099.82307	0.001	0.001	-0.006	-0.001	-0.002	-0.003	0.001	-0.001	2.1
43099	0.833391204	43099.83339	-0.001	0.002	-0.004	-0.001	0	-0.001	0	0	1.7
43099	0.833402778	43099.8334	-0.002	0.002	-0.009	-0.001	0	-0.001	0	0	1.9
43099	0.833414352	43099.83341	0.001	0.003	-0.003	-0.002	0.001	-0.002	-0.001	0.001	1.9
43099	0.833425926	43099.83343	0.007	0.003	-0.008	0	-0.006	-0.001	0	-0.001	1.4
43099	0.8334375	43099.83344	-0.015	0.017	-0.005	-0.001	-0.003	-0.001	0	0.001	1.9
43099	0.833449074	43099.83345	-0.001	0.013	-0.006	-0.001	-0.001	0.018	0.003	-0.002	1.7
43099	0.833460648	43099.83346	0.001	-0.001	-0.007	-0.002	-0.003	-0.002	0.001	0	1.9
43099	0.833472222	43099.83347	-0.001	0.003	-0.005	-0.003	-0.002	0	0	-0.001	1.8
43099	0.833483796	43099.83348	0	-0.001	-0.004	0	-0.003	-0.001	-0.002	-0.001	1.7
43099	0.84380787	43099.84381	0.004	0.003	-0.009	-0.002	-0.002	-0.001	0	0.001	1.8
43099	0.843819444	43099.84382	0.003	0.002	-0.005	-0.002	-0.002	-0.001	0	0	1.7
43099	0.843831019	43099.84383	0.002	0.002	-0.006	0	-0.003	-0.002	0	0	1.8
43099	0.843842593	43099.84384	-0.008	-0.001	-0.009	-0.002	0	-0.001	0	0	1.2
43099	0.843854167	43099.84385	0.003	0.005	-0.006	-0.002	-0.003	-0.002	0	0	1.9
43099	0.843865741	43099.84387	0.001	0.002	-0.004	-0.001	-0.002	0	0	-0.001	1.7
43099	0.843877315	43099.84388	-0.001	0	-0.008	-0.001	-0.001	-0.002	-0.001	-0.001	1.6
43099	0.843888889	43099.84389	0.001	0.002	-0.007	0	-0.003	0	0	-0.001	1.7
43099	0.843900463	43099.8439	-0.001	-0.002	-0.009	-0.001	-0.002	-0.001	-0.001	-0.001	1.9
43099	0.854224537	43099.85422	-0.001	0	-0.007	-0.001	-0.001	-0.001	0	0	2.1
43099	0.854236111	43099.85424	0.001	0.003	-0.006	-0.002	-0.002	-0.001	0	0	2.1
43099	0.854247685	43099.85425	0.001	-0.001	-0.008	0	0.038	-0.002	-0.001	0	2.3
43099	0.854259259	43099.85426	-0.013	0.004	-0.005	-0.001	0.001	-0.002	0.001	0	1.7
43099	0.854270833	43099.85427	-0.003	0.032	-0.01	0	0	-0.002	0	-0.001	1.9
43099	0.854282407	43099.85428	-0.001	0	-0.007	-0.001	-0.001	-0.001	0.001	-0.001	2.1
43099	0.854293981	43099.85429	0	-0.001	-0.006	-0.001	-0.003	-0.001	0	0.001	1.9
43099	0.854305556	43099.85431	-0.003	-0.001	-0.003	-0.002	-0.003	-0.001	-0.001	0	1.7
43099	0.85431713	43099.85432	-0.004	0.004	-0.007	0	0	-0.001	-0.001	0	2
43099	0.864641204	43099.86464	-0.001	0.001	-0.005	-0.001	-0.002	-0.002	0	0	1.8
43099	0.864652778	43099.86465	0	0	-0.006	-0.003	-0.002	-0.001	0	0	1.6
43099	0.864664352	43099.86466	0	0.002	-0.005	-0.001	0.054	-0.002	-0.001	0	1.6
43099	0.864675926	43099.86468	0.032	-0.003	-0.01	0	0	-0.001	0.001	-0.002	2
43099	0.8646875	43099.86469	0.003	-0.189	-0.007	-0.001	-0.002	-0.002	-0.001	-0.001	1.7
43099	0.864699074	43099.8647	0.002	0	-0.006	-0.002	-0.001	-0.001	0.001	-0.001	1.7
43099	0.864710648	43099.86471	0.004	-0.001	-0.005	-0.002	-0.002	-0.002	0.001	0	1.7
43099	0.864722222	43099.86472	-0.001	0.002	-0.006	-0.003	-0.001	-0.003	-0.002	0	1.8
43099	0.864733796	43099.86473	0.004	0.002	-0.007	-0.002	-0.003	-0.001	0.001	-0.001	1.7
43099	0.87505787	43099.87506	-0.002	-0.002	-0.006	-0.002	-0.002	-0.001	0	0	2
43099	0.875069444	43099.87507	-0.002	0.003	-0.007	-0.001	-0.003	-0.002	0	0	1.7
43099	0.875081019	43099.87508	-0.001	0.004	-0.006	0	0	-0.001	0	0	1.7
43099	0.875092593	43099.87509	-0.001	0.001	-0.006	-0.002	0.012	-0.002	0	0	2
43099	0.875104167	43099.8751	-0.005	0.001	-0.008	-0.002	-0.004	-0.001	0	-0.001	1.7
43099	0.875115741	43099.87512	0.003	0.017	-0.005	-0.001	-0.003	-0.002	0	-0.001	1.6
43099	0.875127315	43099.87513	0.001	-0.006	-0.006	-0.002	-0.002	-0.001	-0.001	-0.002	1.7
43099	0.875138889	43099.87514	0.002	-0.001	-0.007	-0.001	-0.001	-0.002	0	0	1.8
43099	0.875150463	43099.87515	0.001	-0.001	-0.007	-0.003	-0.001	0	-0.001	0	1.5
43099	0.885474537	43099.88547	0.002	-0.004	-0.007	-0.002	-0.002	-0.001	0	-0.001	1.7
43099	0.885486111	43099.88549	0	0.005	-0.008	0	-0.002	-0.001	0.001	-0.001	1.7
43099	0.885497685	43099.8855	0	0.002	-0.006	-0.001	-0.002	-0.003	0	0	2.1
43099	0.885509259	43099.88551	-0.001	0.001	-0.009	-0.002	-0.002	-0.002	0	0	1.7
43099	0.885520833	43099.88552	-0.002	0.002	-0.006	-0.002	0.001	-0.001	0	0	1.8
43099	0.885532407	43099.88553	-0.037	-0.002	-0.01	-0.001	-0.001	-0.001	-0.001	0	2
43099	0.885543981	43099.88554	0.006	0	-0.006	-0.001	-0.003	-0.011	-0.01	0	2
43099	0.885555556	43099.88556	-0.002	0.002	-0.007	0	-0.002	0	-0.001	0	1.7
43099	0.88556713	43099.88557	0	0.003	-0.009	-0.002	-0.002	-0.002	0	0	1.5
43099	0.895891204	43099.89589	-0.001	0	-0.009	-0.002	-0.001	-0.001	0	-0.001	1.9
43099	0.895902778	43099.8959	0.001	-0.001	-0.004	-0.003	0	-0.001	0.001	0	1.7
43099	0.895914352	43099.89591	0.003	-0.001	-0.004	-0.002	-0.001	-0.001	0.002	0	1.7
43099	0.895925926	43099.89593	0.002	-0.001	-0.006	-0.004	-0.002	0	0	-0.001	1.8
43099	0.8959375	43099.89594	0.006	0	-0.006	-0.002	-0.013	0	0.001	0	1.9
43099	0.895949074	43099.89595	-0.002	0.006	-0.008	-0.002	-0.001	-0.002	0	0	1.3
43099	0.895960648	43099.89596	-0.005	-0.015	-0.005	-0.001	-0.002	-0.001	-0.001	-0.001	1.8
43099	0.895972222	43099.89597	-0.002	0.001	-0.006	-0.002	-0.003	-0.001	0	0	1.8
43099	0.895983796	43099.89598	0.003	0.004	-0.005	-0.001	-0.002	-0.001	0	-0.001	1.7
43099	0.90630787	43099.90631	-0.004	-0.002	-0.006	-0.002	-0.001	-0.001	0	-0.001	1.8
43099	0.906319444	43099.90632	0.001	0.002	-0.008	-0.003	-0.001	-0.002	0.001	0	1.6
43099	0.906331019	43099.90633	0.001	0.001	-0.01	-0.002	-0.001	-0.001	0	0.001	2
43099	0.906342593	43099.90634	-0.003	0.002	-0.009	-0.003	-0.002	-0.001	0	0	1.7
43099	0.906354167	43099.90635	0	-0.002	-0.008	0	-0.104	-0.001	0.001	0	1.8
43099	0.906365741	43099.90637	-0.143	0.004	-0.01	-0.001	0.001	-0.001	0	-0.001	1.6
43099	0.906377315	43099.90638	-0.002	0.015	-0.007	-0.001	0.002	-0.001	0	0	1.8
43099	0.906388889	43099.90639	0	0.002	-0.007	-0.002	0.002	-0.001	-0.001	-0.001	1.8
43099	0.906400463	43099.9064	0.001	-0.001	-0.004	-0.001	-0.002	-0.001	0	0	1.6
43099	0.916724537	43099.91672	-0.001	0.002	-0.008	-0.003	-0.001	0	0	-0.001	1.7
43099	0.916736111	43099.91674	0.002	0.003	-0.006	-0.002	-0.001	-0.001	-0.001	0	1.6
43099	0.916747685	43099.91675	-0.003	0.004	-0.004	-0.001	-0.001	-0.002	-0.002	0	1.7
43099	0.916759259	43099.91676	0.003	0.004	-0.006	0	-0.003	-0.001	0	-0.001	1.8
43099	0.916770833	43099.91677	-0.002	0.003	-0.009	-0.002	-0.026	-0.001	0	0	1.7
43099	0.916782407	43099.91678	0.01	-0.002	-0.007	-0.003	-0.001	-0.002	-0.001	0	1.8
43099	0.916793981	43099.91679	0.002	-0.004	-0.01	-0.002	0	-0.002	0	0	1.6
43099	0.916805556	43099.91681	0	0	-0.007	-0.002	-0.001	0	-0.001	0	1.9
43099	0.91681713	43099.91682	-0.004	-0.003	-0.006	-0.001	-0.002	-0.002	-0.001	0	1.8
43099	0.927141204	43099.92714	0	0.002	-0.005	-0.001	0	-0.002	0.001	0	2.3
43099	0.927152778	43099.92715	-0.004	0.002	-0.005	-0.003	-0.001	-0.001	0	0	2
43099	0.927164352	43099.92716	-0.001	0.003	-0.005	-0.001	-0.003	-0.001	0	-0.001	1.8
43099	0.927175926	43099.92718	0	-0.002	-0.009	0	-0.003	-0.002	-0.001	0	1.6
43099	0.9271875	43099.92719	-0.002	0.001	-0.008	-0.002	0	-0.001	0	-0.001	1.9
43099	0.927199074	43099.9272	0.112	0.003	-0.004	-0.002	0	-0.001	0	-0.001	1.6
43099	0.927210648	43099.92721	0.006	0.032	-0.009	-0.001	-0.001	-0.002	-0.016	0.001	1.8
43099	0.927222222	43099.92722	0.001	0.004	-0.007	-0.001	-0.003	-0.002	-0.001	0	1.7
43099	0.927233796	43099.92723	0.002	0	-0.012	-0.001	-0.003	-0.001	0.001	0	1.6
43099	0.93755787	43099.93756	0	0.002	-0.005	-0.001	-0.001	-0.001	0	0.001	1.7
43099	0.937569444	43099.93757	0.002	0.002	-0.006	-0.001	-0.003	-0.001	0.001	0	1.8
43099	0.937581019	43099.93758	0.003	0	-0.007	-0.001	0	-0.002	0.001	0	1.6
43099	0.937592593	43099.93759	0.001	0.002	-0.006	-0.002	-0.004	-0.001	0	-0.001	1.7
43099	0.937604167	43099.9376	0.004	-0.001	-0.007	-0.001	-0.001	0	0	0	1.9
43099	0.937615741	43099.93762	0.098	0.005	-0.01	-0.001	-0.004	-0.001	0	0.001	1.7
43099	0.937627315	43099.93763	-0.001	-0.001	-0.008	-0.001	0	-0.001	0.002	-0.001	2
43099	0.937638889	43099.93764	0.004	0.001	-0.003	-0.001	-0.002	-0.001	-0.001	0.001	1.8
43099	0.937650463	43099.93765	0	0.005	-0.004	-0.002	-0.002	0	0.001	0	1.8
43099	0.947974537	43099.94797	-0.002	-0.003	-0.008	-0.003	-0.001	-0.001	0.001	-0.001	1.5
43099	0.947986111	43099.94799	0.001	0.003	-0.006	-0.002	-0.002	-0.002	0	0	1.9
43099	0.947997685	43099.948	0	0.004	-0.008	-0.004	-0.002	-0.002	0	0	1.7
43099	0.948009259	43099.94801	0.001	0.002	-0.008	-0.001	-0.002	-0.001	0	0	2
43099	0.948020833	43099.94802	0	0.001	-0.005	-0.002	0.009	-0.001	0	0	1.8
43099	0.948032407	43099.94803	0.037	0.001	-0.003	-0.001	-0.004	-0.002	0	-0.001	1.6
43099	0.948043981	43099.94804	0.002	0.024	-0.01	-0.001	-0.001	-0.001	0.001	0	1.8
43099	0.948055556	43099.94806	0.001	0.005	-0.007	-0.002	-0.003	-0.001	0.001	0	1.7
43099	0.94806713	43099.94807	0.001	0.003	-0.003	-0.001	-0.002	-0.001	0	0	1.5
43099	0.958391204	43099.95839	0.002	0.002	-0.007	-0.002	-0.001	-0.001	0	-0.001	1.9
43099	0.958402778	43099.9584	0.001	-0.003	-0.003	-0.002	-0.001	-0.001	0	-0.001	1.6
43099	0.958414352	43099.95841	0.003	0.002	-0.01	-0.001	-0.002	-0.001	0	-0.001	1.7
43099	0.958425926	43099.95843	0.002	-0.001	-0.01	-0.002	-0.001	-0.001	0	-0.001	1.5
43099	0.9584375	43099.95844	0.002	0.003	-0.007	-0.001	-0.099	-0.001	0	-0.001	1.6
43099	0.958449074	43099.95845	-0.006	0.001	-0.006	0	-0.002	-0.001	0	0	1.8
43099	0.958460648	43099.95846	0	0.085	-0.007	-0.001	0.001	0	0.002	-0.001	2.1
43099	0.958472222	43099.95847	0.002	0.003	-0.006	-0.001	-0.002	-0.001	0	0	1.6
43099	0.958483796	43099.95848	0	0.005	-0.008	-0.002	-0.003	-0.001	0	0	1.7
43099	0.96880787	43099.96881	0.002	0.005	-0.008	-0.003	0	-0.001	0.001	0.001	1.9
43099	0.968819444	43099.96882	-0.003	0	-0.013	-0.002	-0.001	-0.001	0.001	0.001	1.8
43099	0.968831019	43099.96883	0	0.002	-0.01	-0.001	-0.001	-0.002	0.002	0	1.7
43099	0.968842593	43099.96884	-0.002	-0.005	-0.006	-0.003	-0.001	-0.001	-0.001	-0.001	1.8
43099	0.968854167	43099.96885	0	0	-0.008	-0.002	-0.007	-0.001	0	-0.001	1.9
43099	0.968865741	43099.96887	0.014	-0.002	-0.007	-0.004	0	-0.002	-0.001	0	1.8
43099	0.968877315	43099.96888	-0.002	0.108	-0.008	-0.002	-0.004	-0.001	0.001	0	1.5
43099	0.968888889	43099.96889	-0.001	0.005	-0.006	0	-0.002	-0.002	0	0	1.9
43099	0.968900463	43099.9689	0.003	0.001	-0.005	-0.001	-0.001	-0.001	0.001	0	1.4
43099	0.979224537	43099.97922	0.001	0	-0.01	-0.002	-0.002	-0.001	0	0	1.9
43099	0.979236111	43099.97924	-0.004	-0.001	-0.004	-0.003	-0.002	-0.001	-0.001	0	1.8
43099	0.979247685	43099.97925	0	0.003	-0.01	0	-0.001	-0.002	-0.001	0	1.8
43099	0.979259259	43099.97926	0	0.002	-0.005	0.001	-0.001	-0.001	-0.001	0	1.9
43099	0.979270833	43099.97927	0.002	0.003	-0.005	0	0.055	-0.001	-0.001	0	1.7
43099	0.979282407	43099.97928	-0.047	0.005	-0.004	-0.001	-0.002	-0.001	-0.002	-0.001	1.5
43099	0.979293981	43099.97929	0.005	-0.075	-0.01	-0.002	0	-0.002	0	0	2
43099	0.979305556	43099.97931	-0.002	0.002	-0.007	0	-0.001	-0.002	-0.001	0	1.7
