date.time	ntu	max.spectra	sum.irr
43440.05223	14.217	0.06	-0.05
43440.06254	12.804	0.004	-0.162
43440.06255	15.048	0.016	-0.049
43440.06256	36.675	0.014	-0.046
43440.06258	15.658	0.004	-0.127
43440.06259	17.977	0.003	-0.068
43440.0626	15.318	0.004	-0.073
43440.06261	31.981	0.002	-0.087
43440.06262	29.859	0.001	-0.207
43440.06263	14.186	0.001	-0.106
43440.06264	18.239	0.004	-0.13
43440.07296	17.223	0.005	-0.055
43440.07297	18.888	0.004	-0.067
43440.07298	13.489	0.003	-0.088
43440.07299	18.246	0.004	-0.076
43440.073	15.539	0.002	-0.087
43440.07301	14.138	0.002	-0.132
43440.07303	14.716	0.025	-0.121
43440.07304	19.941	0.004	-0.051
43440.07305	20.4	0	-0.066
43440.07306	13.734	0.003	-0.076
43440.08337	22.583	0.004	-0.081
43440.08339	17.73	0.003	-0.108
43440.0834	16.582	-0.001	-0.268
43440.08341	14.277	0.01	-0.262
43440.08342	16.724	0.002	-0.075
43440.08343	16.89	0.005	-0.082
43440.08344	18.023	0.008	-0.057
43440.08345	15.338	0.003	-0.066
43440.08347	20.105	0.003	-0.072
43440.08348	23.352	0.003	-0.065
43440.09379	12.111	0.001	-0.311
43440.0938	16.397	0.005	-0.151
43440.09381	20.437	0	-0.087
43440.09383	15.525	0.005	-0.15
43440.09384	13.667	0.007	-0.062
43440.09385	16.281	0.004	-0.06
43440.09386	17.738	0.007	-0.065
43440.09387	17.207	0.003	-0.078
43440.09388	13.446	0.003	-0.094
43440.09389	11.49	0.003	-0.112
43440.10421	12.349	0	-0.173
43440.10422	14.535	0.005	-0.062
43440.10423	13.094	0.001	-0.073
43440.10424	12.836	0.01	-0.068
43440.10425	14.182	0.002	-0.084
43440.10426	15.085	0.003	-0.109
43440.10428	17.46	0.003	-0.285
43440.10429	13.628	0.008	-0.143
43440.1043	15.813	0.042	-0.019
43440.10431	12.1	0.014	-0.086
43440.11462	9.083	0.009	-0.033
43440.11464	42.127	0.004	-0.059
43440.11465	11.569	0.001	-0.18
43440.11466	8.908	0.005	-0.139
43440.11467	13.359	0.003	-0.071
43440.11468	7.166	0.014	-0.041
43440.11469	9.637	0.012	-0.042
43440.11471	14.463	0.002	-0.051
43440.11472	10.885	0.007	-0.068
43440.11473	10.212	0.003	-0.088
43440.12504	12.48	0.002	-0.104
43440.12505	11.506	0.004	-0.157
43440.12506	9.111	0.006	-0.107
43440.12508	14.93	0.049	-0.009
43440.12509	12.864	0.005	-0.048
43440.1251	11.011	0.012	-0.068
43440.12511	10.315	0.002	-0.085
43440.12512	10.093	0.001	-0.1
43440.12513	11.312	0.003	-0.144
43440.12514	11.32	0.053	-0.059
43440.13546	16.183	0.002	-0.224
43440.13547	17.45	0.001	-0.089
43440.13548	13.157	0.003	-0.14
43440.13549	18.298	0.004	-0.059
43440.1355	20.992	0.002	-0.131
43440.13551	16.547	0.084	-0.032
43440.13553	16.999	0.026	-0.02
43440.13554	16.027	0	-0.129
43440.13555	14.57	0.008	-0.149
43440.13556	17.595	0.004	-0.056
43440.14587	14.405	0.011	-0.049
43440.14589	11.399	0.004	-0.064
43440.1459	11.557	0	-0.089
43440.14591	14.527	0.003	-0.118
43440.14592	12.571	0.003	-0.252
43440.14593	12.737	0.001	-0.099
43440.14594	10.282	0.008	-0.057
43440.14595	9.418	0.003	-0.286
43440.14597	12.975	0.007	-0.077
43440.14598	12.167	0	-0.099
43440.15629	11.367	0.002	-0.114
43440.1563	9.592	0	-0.288
43440.15631	7.478	0.008	-0.168
43440.15633	7.364	0.011	-0.066
43440.15634	9.874	0.007	-0.079
43440.15635	7.95	0.011	-0.051
43440.15636	9.075	0.002	-0.112
43440.15637	9.352	-0.001	-0.185
43440.15638	10.033	0.011	-0.12
43440.15639	8.782	0.005	-0.064
43440.16671	6.67	0.004	-0.048
43440.16672	8.077	0.007	-0.09
43440.16673	7.61	0.003	-0.128
43440.16674	11.894	0.007	-0.108
43440.16675	6.572	0.004	-0.072
43440.16676	5.456	0.002	-0.102
43440.16678	8.069	0.003	-0.112
43440.16679	7.253	0	-0.108
43440.1668	7.412	0.002	-0.132
43440.16681	12.337	0.002	-0.14
43440.17712	7.588	0.069	-0.006
43440.17714	8.792	0.001	-0.08
43440.17715	8.473	0	-0.097
43440.17716	6.58	0.002	-0.111
43440.17717	7.246	0	-0.295
43440.17718	6.675	0.004	-0.222
43440.17719	6.169	0.017	-0.064
43440.1772	7.182	0.003	-0.106
43440.17722	7.982	0.005	-0.099
43440.17723	7.063	0.002	-0.153
43440.18754	6.171	3840	5444.8
43440.18755	8.42	0.003	-0.08
43440.18756	6.479	0.002	-0.092
43440.18758	7.586	0	-0.119
43440.18759	6.406	-0.002	-0.264
43440.1876	6.739	0.01	-0.154
43440.18761	7.087	0.004	-0.097
43440.18762	7.024	-0.001	-0.114
43440.18763	7.42	0.001	-0.12
43440.18764	6.739	0.002	-0.349
43440.19796	7.264	0.007	-0.069
43440.19797	6.012	0.006	-0.077
43440.19798	6.218	0.004	-0.099
43440.19799	4.981	0.005	-0.102
43440.198	3.92	0.003	-0.118
43440.19801	5.535	0.003	-0.287
43440.19803	6.58	0.004	-0.068
43440.19804	5.994	0.001	-0.082
43440.19805	3.587	0.004	-0.099
43440.19806	3.294	0.001	-0.245
43440.20837	7.771	0.014	-0.125
43440.20839	5.521	0.001	-0.1
43440.2084	5.862	0.004	-0.103
43440.20841	6.778	0.003	-0.132
43440.20842	6.85	0.005	-0.11
43440.20843	6.509	0.001	-0.265
43440.20844	6.018	0.007	-0.203
43440.20845	5.377	0.002	-0.096
43440.20847	6.762	0.003	-0.114
43440.20848	8.354	0.002	-0.154
43440.21879	6.757	0.003	-0.089
43440.2188	7.216	0.001	-0.079
43440.21881	7.707	0.003	-0.094
43440.21882	5.442	0.004	-0.116
43440.21884	7.127	0	-0.271
43440.21885	7.942	0.003	-0.141
43440.21886	6.842	0.036	-0.043
43440.21887	9.621	0.004	-0.08
43440.21888	6.794	0.003	-0.098
43440.21889	5.884	0.004	-0.106
43440.22921	8.325	0.004	-0.286
43440.22922	7.913	0.009	-0.202
43440.22923	7.089	0.004	-0.103
43440.22924	6.218	0.003	-0.098
43440.22925	7.309	0.002	-0.115
43440.22926	11.755	0.004	-0.322
43440.22928	9.13	0.012	-0.096
43440.22929	10.793	0.005	-0.1
43440.2293	8.275	0.003	-0.108
43440.22932	10.35	0.003	-0.092
43440.23962	8.074	0.001	-0.148
43440.23964	6.353	0.021	-0.066
43440.23965	8.491	0.001	-0.093
43440.23966	8.658	0	-0.092
43440.23967	11.921	0.001	-0.119
43440.23968	7.264	-0.002	-0.18
43440.23969	8.555	0.018	-0.069
43440.2397	7.375	0.002	-0.076
43440.23972	7.319	0.003	-0.093
43440.23973	6.281	0.002	-0.113
43440.25004	12.345	0.001	-0.312
43440.25005	8.217	0.003	-0.091
43440.25006	8.8	0.003	-0.101
43440.25008	9.656	0.003	-0.099
43440.25009	12.721	0	-0.109
43440.2501	8.792	0.003	-0.3
43440.25011	7.668	0.007	-0.065
43440.25012	7.715	0.002	-0.108
43440.25013	9.783	0.002	-0.107
43440.25014	10.488	0.001	-0.112
43440.26046	8.914	0.005	-0.114
43440.26047	9.577	0.004	-0.248
43440.26048	12.143	0.009	-0.075
43440.26049	10.464	0.001	-0.085
43440.2605	13.989	0	-0.116
43440.26051	10.789	0.002	-0.144
43440.26053	12.254	0.001	-0.105
43440.26054	11.074	0.002	-0.085
43440.26055	8.927	0.003	-0.116
43440.26056	9.038	0.003	-0.116
43440.27087	19.399	0.003	-0.305
43440.27089	10.503	0.007	-0.074
43440.2709	11.24	0.001	-0.09
43440.27091	11.581	0.002	-0.103
43440.27092	14.258	0.002	-0.182
43440.27093	11.929	0.002	-0.099
43440.27094	9.26	0.003	-0.101
43440.27095	8.618	0.003	-0.104
43440.27097	11.846	0.001	-0.137
43440.27098	12.476	0.002	-0.194
43440.28129	8.65	0.009	-0.064
43440.2813	12.167	0.002	-0.088
43440.28131	13.014	0.004	-0.101
43440.28133	14.971	0.004	-0.106
43440.28134	8.9	0.002	-0.175
43440.28135	8.626	0.003	-0.259
43440.28136	10.583	0.012	-0.068
43440.28137	8.206	0.001	-0.091
43440.28138	10.365	0.002	-0.108
43440.28139	20.05	0.004	-0.2
43440.29171	10.428	0.002	-0.103
43440.29172	6.569	0.004	-0.104
43440.29173	7.28	0.002	-0.114
43440.29174	8.357	0	-0.096
43440.29175	8.642	0.001	-0.106
43440.29176	7.684	-0.002	-0.317
43440.29178	10.369	0.001	-0.102
43440.29179	7.295	0.001	-0.103
43440.2918	10.036	0.003	-0.13
43440.29181	7.747	0.003	-0.13
43440.30212	8.447	0.004	-0.307
43440.30214	6.505	0.007	-0.078
43440.30215	7.678	0	-0.093
43440.30216	8.872	0	-0.112
43440.30217	12.927	0.003	-0.215
43440.30218	7.763	0.003	-0.104
43440.30219	6.218	0.004	-0.123
43440.3022	8.19	0.002	-0.289
43440.30222	11.842	0.004	-0.091
43440.30223	8.016	0.003	-0.084
43440.31254	12.785	0.003	-0.109
43440.31255	7.884	-0.003	-0.145
43440.31256	8.193	0.004	-0.094
43440.31258	7.947	0.004	-0.097
43440.31259	6.482	0.006	-0.103
43440.3126	7.631	0.002	-0.114
43440.31261	8.32	0	-0.13
43440.31262	8.954	0.004	-0.096
43440.31263	8.336	0.003	-0.108
43440.31264	8.898	0.006	-0.1
43440.32296	15.223	0.002	-0.117
43440.32297	7.501	0.006	-0.386
43440.32298	9.718	0.01	-0.077
43440.32299	8.909	0.002	-0.081
43440.323	8.14	0.001	-0.092
43440.32301	8.441	-0.001	-0.138
43440.32303	16.043	0.003	-0.1
43440.32304	9.527	0	-0.384
43440.32305	8.759	0.018	-0.055
43440.32306	11.097	0.003	-0.091
43440.33337	6.969	0.001	-0.102
43440.33339	5.566	-0.001	-0.139
43440.3334	4.94	0.003	-0.095
43440.33341	6.351	0.003	-0.094
43440.33342	6.018	0.003	-0.1
43440.33343	7.049	0.004	-0.109
43440.33344	6.462	0.002	-0.119
43440.33345	5.257	0.004	-0.238
43440.33347	5.572	0.006	-0.084
43440.33348	6.079	0.005	-0.085
43440.34379	8.029	0.002	-0.098
43440.3438	7.44	0.005	-0.12
43440.34381	7.479	0.037	0
43440.34383	6.678	0.01	-0.067
43440.34384	6.29	0.005	-0.082
43440.34385	6.218	0.002	-0.11
43440.34386	5.623	0.026	0.043
43440.34387	6.734	0.037	0.082
43440.34388	6.416	0.039	0.081
43440.34389	6.615	0.027	0.019
43440.35421	9.338	0.025	-0.056
43440.35422	8.648	0.038	0.112
43440.35423	6.839	0.031	0.075
43440.35424	7.188	0.022	0.015
43440.35425	8.693	0.127	0.493
43440.35426	8.156	0.126	0.502
43440.35427	11.568	0.115	0.418
43440.35429	6.9	0.123	0.471
43440.3543	6.718	0.119	0.268
43440.35431	9.827	0.112	0.44
43440.36462	5.117	0.125	0.496
43440.36464	6.791	0.117	0.449
43440.36465	5.197	0.121	0.394
43440.36466	11.02	514.133	514.571
43440.36467	6.355	0.197	0.733
43440.36468	7.513	0.208	0.848
43440.36469	7.053	0.14	0.523
43440.3647	7.379	0.147	0.517
43440.36472	5.514	0.175	0.631
43440.36473	6.393	0.171	0.441
43440.37504	9.778	0.229	0.818
43440.37505	6.135	0.231	0.835
43440.37506	6.688	0.251	0.881
43440.37508	7.767	0.273	0.948
43440.37509	6.03	0.239	0.925
43440.3751	7.712	0.395	1.408
43440.37511	6.054	0.403	1.46
43440.37512	13.567	0.379	1.336
43440.37513	6.03	0.387	1.266
43440.37514	6.76	0.419	1.548
43440.38546	7.865	0.414	1.519
43440.38547	7.333	0.394	1.428
43440.38548	6.127	0.388	1.354
43440.38549	6.046	0.399	1.321
43440.3855	6.871	0.602	2.125
43440.38551	6.355	0.654	2.318
43440.38553	6.553	0.657	2.355
43440.38554	7.236	0.728	2.639
43440.38555	7.474	0.694	2.469
43440.38556	6.228	0.805	2.858
43440.39587	8.508	0.813	2.83
43440.39589	5.548	0.894	3.19
43440.3959	7.436	0.88	2.998
43440.39591	6.532	0.812	2.922
43440.39592	7.267	0.779	2.746
43440.39593	6.823	0.798	2.781
43440.39594	11.306	0.842	2.941
43440.39595	6.284	0.87	3.165
43440.39597	7.275	0.8	2.843
43440.39598	7.347	0.763	2.581
43440.40629	5.317	0.945	3.315
43440.4063	4.436	1.01	3.608
43440.40631	4.127	0.899	3.255
43440.40633	4.008	0.808	2.801
43440.40634	6.403	0.789	2.747
43440.40635	5.103	0.757	2.571
43440.40636	4.556	0.797	2.878
43440.40637	5.056	0.774	2.697
43440.40638	4.253	0.743	2.56
43440.40639	5.094	0.751	2.572
43440.41671	7.153	0.554	1.853
43440.41672	4.484	0.548	1.857
43440.41673	4.786	0.461	1.419
43440.41674	6.095	0.517	1.73
43440.41675	5.008	0.551	1.89
43440.41676	5.976	0.495	1.649
43440.41678	5.857	0.471	1.351
43440.41679	5	0.482	1.347
43440.4168	3.794	0.745	2.457
43440.41681	4.071	0.794	2.625
43440.42712	4.517	0.772	2.583
43440.42714	3.873	0.738	2.364
43440.42715	4.984	0.746	2.294
43440.42716	4.913	0.698	2.206
43440.42717	3.5	0.937	3.099
43440.42718	4.524	0.9	2.868
43440.42719	4.397	1.073	3.556
43440.4272	4.635	1.09	3.728
43440.42722	4.444	0.947	3.178
43440.42723	3.81	0.879	2.822
43440.43754	9.408	1.023	3.365
43440.43755	4.065	1.12	3.598
43440.43756	2.548	1.015	3.36
43440.43758	2.254	2.013	6.878
43440.43759	2.786	1.774	5.874
43440.4376	2.913	1.779	5.784
43440.43761	3.563	2.071	6.704
43440.43762	2.524	2.201	7.523
43440.43763	2.905	2.016	6.659
43440.43764	2.802	2.05	6.807
43440.44796	2.31	1.945	6.458
43440.44797	2.898	1.906	6.358
43440.44798	2.382	2.085	7.007
43440.44799	5.899	1.922	6.397
43440.448	2.079	1.884	6.103
43440.44801	4.159	2.145	6.995
43440.44803	3.468	2.122	7.093
43440.44804	2.921	1.997	6.479
43440.44805	3.571	2.191	7.219
43440.44806	5.389	2.312	7.696
43440.45837	3.438	2.332	7.936
43440.45839	3.16	2.263	7.602
43440.4584	2.795	2.199	7.316
43440.45841	2.334	2.223	7.395
43440.45842	2.286	2.133	6.957
43440.45843	4.333	2.155	6.788
43440.45844	3.524	2.824	9.299
43440.45845	3.183	2.891	9.69
43440.45847	2.056	2.905	9.51
43440.45848	2.786	3.069	10.282
43440.46879	3.644	2.872	9.69
43440.4688	2.746	2.711	8.776
43440.46881	3.175	3.292	10.994
43440.46882	4.206	3.001	10.171
43440.46884	2.833	2.608	8.277
43440.46885	3.365	2.7	8.983
43440.46886	3.294	2.683	8.716
43440.46887	2.484	2.971	9.717
43440.46888	3.389	2.976	9.986
43440.46889	4.516	2.981	9.952
43440.47921	3.27	3.068	10.272
43440.47922	3.008	3.08	10.356
43440.47923	3.238	2.904	9.718
43440.47924	2.563	2.935	9.846
43440.47925	2.396	2.316	7.805
43440.47926	2.253	2.241	7.42
43440.47928	3.039	2.49	8.326
43440.47929	2.348	2.817	9.735
43440.4793	4.261	2.894	10.154
43440.47931	5.355	2.158	7.175
43440.48962	2.667	2.235	7.274
43440.48964	2.611	2.578	8.579
43440.48965	2.46	2.265	7.87
43440.48966	2.754	2.256	7.953
43440.48967	2.348	1.936	6.582
43440.48968	2.127	1.819	5.986
43440.48969	2.675	1.944	6.593
43440.4897	2.88	2.107	7.234
43440.48972	3.729	2.233	7.754
43440.48973	2.959	2.247	7.698
43440.50004	3.627	3.934	13.971
43440.50005	2.683	3.797	13.681
43440.50006	4.341	3.155	10.822
43440.50007	2.675	3.19	10.82
43440.50009	3.911	3.42	11.863
43440.5001	2.81	4.399	15.636
43440.50011	3.968	3.812	13.024
43440.50012	5.744	4.043	13.834
43440.50013	3.301	4.419	15.333
43440.50014	4.173	4.362	15.366
43440.51046	3.214	4.35	15.236
43440.51047	2.833	3.055	10.826
43440.51048	3.056	3.389	12.093
43440.51049	4.159	3.865	14.349
43440.5105	2.809	3.33	12.322
43440.51051	3.968	2.795	9.748
43440.51053	3.665	3.009	10.604
43440.51054	2.507	3.34	11.93
43440.51055	5.109	3.656	13.24
43440.51056	3.864	2.523	9.009
43440.52087	3.238	6.246	23.929
43440.52089	2.968	6.339	24.041
43440.5209	3.706	6.496	25.404
43440.52091	6.958	5.966	22.76
43440.52092	2.729	6.178	23.475
43440.52093	3.443	6.891	27.003
43440.52094	2.777	6.731	26.522
43440.52095	3.308	6.102	23.418
43440.52097	3.308	5.998	22.891
43440.52098	3.689	6.523	25.559
43440.53129	7.484	6.273	23.977
43440.5313	3.673	6.402	24.895
43440.53131	3.896	6.148	23.725
43440.53132	3.697	5.7	21.653
43440.53134	3.324	3.586	13.204
43440.53135	3.515	3.558	12.854
43440.53136	3.055	3.914	14.586
43440.53137	3.586	3.796	13.95
43440.53138	2.729	3.76	13.835
43440.53139	2.618	3.936	14.63
43440.54171	3.784	4.049	15.168
43440.54172	7.704	3.857	14.393
43440.54173	3.697	2.172	7.955
43440.54174	4.134	2.085	7.398
43440.54175	4.197	2.098	7.529
43440.54176	8.561	2.23	8.066
43440.54178	3.769	2.235	8.262
43440.54179	3.022	3.235	12.123
43440.5418	3.775	3.064	11.166
43440.54181	3.347	3.256	12.058
43440.55212	7.736	3.242	12.012
43440.55214	3.832	3.244	11.986
43440.55215	4.213	3.447	12.956
43440.55216	4.562	2.819	10.892
43440.55217	3.958	3.04	12.196
43440.55218	6.432	2.606	10.027
43440.55219	4.235	2.539	9.489
43440.5522	4.101	2.741	10.691
43440.55222	3.299	2.541	9.762
43440.55223	7.503	2.535	9.652
43440.56254	6.149	4.481	17.792
43440.56255	3.967	4.832	19.537
43440.56256	3.586	4.731	19.1
43440.56258	5.393	4.545	18.05
43440.56259	3.117	3.356	13.188
43440.5626	4.632	3.699	14.831
43440.56261	4.727	3.964	16.272
43440.56262	5.084	3.752	15.143
43440.56263	3.815	3.454	13.782
43440.56264	4.275	3.446	13.596
43440.57296	7.146	3.427	13.683
43440.57297	7.035	3.384	13.34
43440.57298	11.405	3.54	14.246
43440.57299	7.828	4.831	19.93
43440.573	11.096	4.482	18.286
43440.57301	7.749	4.583	18.707
43440.57303	6.123	4.281	17.298
43440.57304	7.424	4.887	19.816
43440.57305	7.241	5.076	20.475
43440.57306	6.517	5.402	22.302
43440.58337	6.353	5.269	21.667
43440.58339	4.703	5.033	20.29
43440.5834	6.551	5.086	20.513
43440.58341	8.828	4.928	19.941
43440.58342	4.821	5.048	20.293
43440.58343	4.733	5.407	22.402
43440.58344	8.603	2.693	10.671
43440.58345	4.71	2.591	10.448
43440.58347	6.43	2.603	10.434
43440.58348	5.09	2.734	11.157
43440.59379	7.257	2.188	8.463
43440.5938	6.876	2.383	9.624
43440.59381	6.335	2.542	10.442
43440.59383	8.579	2.625	10.805
43440.59384	13.178	2.561	10.446
43440.59385	8.04	2.375	9.61
43440.59386	10.117	2.273	9.153
43440.59387	8.294	2.442	9.869
43440.59388	6.541	1.916	7.726
43440.59389	7.739	1.824	7.4
43440.60421	4.775	1.771	7.249
43440.60422	4.378	1.886	7.724
43440.60423	3.742	1.849	7.631
43440.60424	5.011	1.632	6.615
43440.60425	5.035	1.487	6.032
43440.60426	5.59	1.536	6.187
43440.60428	3.853	1.623	6.663
43440.60429	4.21	1.585	6.395
43440.6043	3.52	1.657	6.733
43440.60431	4.773	1.635	6.618
43440.61462	7.511	1.191	4.859
43440.61464	5.449	1.283	5.267
43440.61465	5.306	1.412	5.941
43440.61466	8.254	1.357	5.734
43440.61467	8.444	1.179	4.84
43440.61468	4.805	1.14	4.63
43440.61469	6.224	0.911	3.624
43440.6147	6.565	0.956	3.868
43440.61472	5.098	0.913	3.805
43440.61473	5.82	0.837	3.3
43440.62504	8.153	0.888	3.541
43440.62505	7.685	1.652	6.855
43440.62506	8.373	1.646	6.77
43440.62508	5.962	1.617	6.638
43440.62509	6.216	1.649	6.75
43440.6251	7.857	1.692	6.893
43440.62511	8.809	1.648	6.96
43440.62512	7.421	1.498	6.068
43440.62513	12.979	2.137	8.475
43440.62514	5.97	2.232	8.861
43440.63546	10.652	2.346	9.526
43440.63547	9.237	2.389	9.745
43440.63548	8.999	2.51	10.128
43440.63549	6.517	2.66	10.911
43440.6355	11.441	2.285	9.21
43440.63551	8.706	2.19	8.666
43440.63553	7.072	2.304	9.213
43440.63554	8.849	2.422	9.695
43440.63555	7.556	2.648	10.844
43440.63556	7.54	2.744	11.487
43440.64587	4.448	2.402	9.867
43440.64589	5.154	0.78	2.941
43440.6459	4.385	0.884	3.184
43440.64591	4.361	0.893	3.558
43440.64592	3.964	0.846	3.343
43440.64593	4.424	0.789	3.008
43440.64594	4.654	0.889	3.321
43440.64595	6.763	0.969	3.915
43440.64597	8.587	0.985	4.007
43440.64598	5.659	0.946	3.811
43440.65629	4.9	0.919	3.594
43440.6563	3.354	0.855	3.409
43440.65631	4.694	0.798	3.042
43440.65633	4.067	0.863	3.431
43440.65634	4.375	1.777	7.22
43440.65635	3.861	1.753	7.163
43440.65636	6.985	1.867	7.549
43440.65637	3.885	2.001	8.384
43440.65638	4.63	1.37	5.401
43440.65639	7.577	1.608	6.528
43440.66671	6.24	1.702	7.133
43440.66672	6.438	1.61	6.713
43440.66673	6.866	1.417	5.727
43440.66674	8.222	1.419	5.663
43440.66675	6.264	1.586	6.393
43440.66676	5.241	1.645	6.775
43440.66678	8.571	0.923	1.909
43440.66679	4.979	0.834	3.258
43440.6668	7.688	0.944	3.66
43440.66681	6.92	1.033	4.046
43440.67712	6.739	1.012	4.164
43440.67714	7.77	0.533	2.167
43440.67715	8.611	0.458	1.788
43440.67716	5.067	0.445	1.554
43440.67717	5.39	0.508	2.043
43440.67718	6.216	0.526	2.133
43440.67719	11.235	0.489	1.959
43440.6772	6.153	0.419	1.415
43440.67722	8.655	0.27	1.053
43440.67723	5.968	0.322	1.274
43440.68754	4.686	0.336	1.328
43440.68755	7.065	0.262	1.029
43440.68756	6.819	0.214	0.757
43440.68758	7.752	0.146	0.556
43440.68759	4.415	0.161	0.648
43440.6876	4.177	0.142	0.44
43440.68761	5.326	0.125	0.505
43440.68762	6.008	0.134	0.516
43440.68763	6.159	0.139	0.525
43440.68764	6.143	8122018	8302839.506
43440.69796	5.921	0.206	0.762
43440.69797	5.715	0.184	0.84
43440.69798	4.439	0.236	0.952
43440.69799	6.444	0.258	1.059
43440.698	4.684	0.277	1.132
43440.69801	6.753	0.247	0.847
43440.69803	6.571	0.206	0.745
43440.69804	4.946	0.063	0.22
43440.69805	4.826	0.059	0.182
43440.69806	6.07	0.057	0.115
43440.70837	5.13	0.183	0.408
43440.70839	5.326	0.063	0.256
43440.7084	4.7	0.011	-0.037
43440.70841	4.597	0.015	-0.045
43440.70842	4.819	0.154	0.151
43440.70843	4.344	0.015	0.007
43440.70844	5.881	0.013	-0.009
43440.70845	5.208	0.01	-0.046
43440.70847	5.802	0.007	-0.189
43440.70848	3.963	0.022	-0.086
43440.71879	7.199	0.006	-0.102
43440.7188	5.651	0.005	-0.094
43440.71881	5.398	0.009	-0.294
43440.71883	6.27	0.005	-0.11
43440.71884	5.548	0.004	-0.126
43440.71885	4.835	0.002	-0.155
43440.71886	5.905	0.006	-0.073
43440.71887	5.39	0.002	-0.103
43440.71888	5.913	-0.001	-0.118
43440.71889	5.54	0.002	-0.301
43440.72921	5.867	0.004	-0.144
43440.72922	9.935	0.004	-0.074
43440.72923	6.92	0.002	-0.107
43440.72924	6.309	0.004	-0.151
43440.72925	7.57	0.024	-0.055
43440.72926	3.9	0.002	-0.087
43440.72928	5.445	0.002	-0.101
43440.72929	17.327	0.002	-0.132
43440.7293	4.336	0.035	-0.05
43440.72931	5.865	0.003	-0.317
43440.73962	4.083	0	-0.11
43440.73964	5.598	0.004	-0.127
43440.73965	4.852	0.002	-0.254
43440.73966	4.178	0.02	-0.057
43440.73967	4.074	0.002	-0.092
43440.73968	4.613	0.002	-0.114
43440.73969	4.716	0.002	-0.158
43440.7397	8.14	0.018	-0.223
43440.73972	5.223	0.005	-0.046
43440.73973	5.097	-0.001	-0.077
43440.75004	5.647	0.002	-0.123
43440.75005	5.566	0.003	-0.165
43440.75006	7.199	0.022	-0.277
43440.75008	4.448	0.007	-0.029
43440.75009	8.952	0.004	-0.072
43440.7501	3.98	0.003	-0.115
43440.75011	10.878	-0.001	-0.289
43440.75012	4.876	0.014	-0.073
43440.75013	4.654	0.002	-0.101
43440.75014	6.064	0.003	-0.102
43440.76046	5.845	-0.001	-0.178
43440.76047	5.067	0.01	-0.159
43440.76048	6.541	0.001	-0.042
43440.76049	4.63	0.002	-0.103
43440.7605	6.843	0	-0.15
43440.76051	5.955	0.065	-0.034
43440.76053	6.668	0.007	-0.034
43440.76054	7.572	0.001	-0.123
43440.76055	4.71	0.001	-0.118
43440.76056	4.908	0.002	-0.168
43440.77087	4.878	0.022	-0.053
43440.77089	5.338	0.001	-0.085
43440.7709	5.217	0.002	-0.092
43440.77091	4.559	0	-0.127
43440.77092	4.749	43442	43442.81909
43440.77093	6.311	0	-0.095
43440.77094	5.431	-0.001	-0.109
43440.77095	4.694	0	-0.139
43440.77097	4.837	0.069	-0.048
43440.77098	6.335	0.005	-0.047
43440.78129	5.806	-0.001	-0.121
43440.7813	6.456	0.001	-0.115
43440.78131	6.345	0.001	-0.195
43440.78133	6.192	0.022	-0.069
43440.78134	5.296	0.003	-0.087
43440.78135	5.162	0	-0.102
43440.78136	16.405	0.003	-0.145
43440.78137	5.629	0.039	-0.077
43440.78138	6.438	0.004	-0.046
43440.78139	4.543	0.003	-0.112
43440.79171	4.838	0.003	-0.12
43440.79172	5.266	0.003	-0.184
43440.79173	6.075	0.023	-0.045
43440.79174	4.775	0.001	-0.101
43440.79175	6.177	0.003	-0.094
43440.79176	4.797	0	-0.142
43440.79178	4.567	0.083	-0.068
43440.79179	4.44	0.004	-0.042
43440.7918	4.654	0.001	-0.112
43440.79181	503.257	0.001	-0.114
43440.80212	5.346	0.002	-0.161
43440.80214	4.561	0.043	-0.011
43440.80215	7.114	0.002	-0.09
43440.80216	4.434	0.004	-0.098
43440.80217	5.962	0.001	-0.12
43440.80218	4.829	0.003	-0.123
43440.80219	4.393	0.005	-0.273
43440.8022	6.113	0	-0.112
43440.80222	5.138	0.005	-0.104
43440.80223	4.559	0.003	-0.123
43440.81254	4.767	0.002	-0.316
43440.81255	5.203	0.003	-0.088
43440.81256	5.354	0.002	-0.082
43440.81257	4.902	0.001	-0.101
43440.81259	6.977	0.004	-0.296
43440.8126	4.099	0.009	-0.133
43440.81261	4.044	0.024	-0.031
43440.81262	3.996	0.005	-0.105
43440.81263	4.131	0.003	-0.123
43440.81264	6.327	0.004	-0.246
43440.82296	3.395	0.014	-0.068
43440.82297	5.028	0.002	-0.082
43440.82298	5.782	0.003	-0.101
43440.82299	4.354	0.004	-0.126
43440.823	4.163	0.009	-0.138
43440.82301	3.592	0.003	-0.31
43440.82303	3.179	0.003	-0.105
43440.82304	5.534	0	-0.119
43440.82305	7.271	0.004	-0.127
43440.82306	4.607	0.002	-0.146
43440.83337	6.242	0.003	-0.074
43440.83339	5.013	0.004	-0.093
43440.8334	8.074	0.003	-0.109
43440.83341	4.822	0.005	-0.303
43440.83342	8.111	0.011	-0.16
43440.83343	6.313	0.002	-0.109
43440.83344	8.502	0.004	-0.105
43440.83345	5.859	0.003	-0.142
43440.83347	4.567	0.14	0.072
43440.83348	4.733	0.002	-0.079
43440.84379	3.626	0.001	-0.104
43440.8438	6.742	0.003	-0.118
43440.84381	6.567	0.002	-0.285
43440.84383	5.798	0.011	-0.165
43440.84384	5.988	0.002	-0.108
