date.time	ntu	max.spectra	sum.irr
43461.63554	9.973	0.002	-0.348
43461.63555	507.984	0.004	-0.338
43461.63556	8.692	0.004	-0.329
43461.64593	8.164	0.003	-0.321
43461.64594	9.556	0.003	-0.339
43461.64595	8.26	0.003	-0.34
43461.64596	10.029	0.005	-0.331
43461.64598	9.3	0.003	-0.334
43461.65629	7.822	0.002	-0.353
43461.6563	11.585	0.003	-0.34
43461.65631	9.455	0.003	-0.347
43461.65632	9.72	0.001	-0.347
43461.65634	9.087	0.001	-0.35
43461.65635	11.457	0.005	-0.344
43461.65636	11.873	0.003	-0.337
43461.65637	8.927	0.003	-0.343
43461.65638	8.583	0.006	-0.339
43461.65639	8.644	0.003	-0.333
43461.66671	9.426	0.006	-0.331
43461.66672	9.72	0.003	-0.335
43461.66673	9.031	0.002	-0.346
43461.66674	9.952	0.001	-0.347
43461.66675	12.354	0.001	-0.327
43461.66676	8.447	0.002	-0.339
43461.66678	11.057	0.005	-0.337
43461.66679	8.863	0.003	-0.345
43461.6668	11.617	0.001	-0.421
43461.66681	9.124	0.013	-0.317
43461.67712	10.168	0.002	-0.359
43461.67713	8.775	0.003	-0.336
43461.67715	8.943	0.004	-0.332
43461.67716	8.847	0.027	-0.285
43461.67717	9.279	0.001	-0.335
43461.67718	11.649	0.004	-0.331
43461.67719	8.503	0.004	-0.343
43461.6772	9.359	0.003	-0.344
43461.67721	8.615	0.006	-0.345
43461.67723	9.196	0.004	-0.346
43461.68754	9.407	0.005	-0.273
43461.68755	9.495	0.006	-0.342
43461.68756	12.266	0.002	-0.346
43461.68757	9.215	0.004	-0.33
43461.68759	9.415	0.004	-0.333
43461.6876	8.879	0.004	-0.328
43461.68761	9.616	0.005	-0.337
43461.68762	10.897	0.005	-0.349
43461.68763	8.823	0.009	-0.324
43461.68764	8.748	0.003	-0.345
43461.69796	10.424	0.002	-0.333
43461.69797	9.6	0.006	-0.333
43461.69798	10.336	0.002	-0.334
43461.69799	8.727	0.002	-0.337
43461.698	9.572	0.004	-0.34
43461.69801	8.711	0.003	-0.347
43461.69803	8.543	0.002	-0.354
43461.69804	8.596	0.023	-0.306
43461.69805	12.046	0	-0.324
43461.69806	8.284	0.002	-0.355
43461.70837	8.391	0.001	-0.336
43461.70838	9.079	0.002	-0.344
43461.70842	8.644	0.002	-0.343
43461.70843	8.487	0.003	-0.349
43461.70844	8.407	0.002	-0.345
43461.70845	9.087	0.004	-0.35
43461.70846	10.493	0.003	-0.356
43461.70848	9.388	0.001	-0.331
43461.71879	9.984	0.002	-0.337
43461.7188	9.551	0.003	-0.332
43461.71881	10.088	0.004	-0.334
43461.71882	8.983	0.001	-0.355
43461.71884	9.084	0.003	-0.336
43461.71885	17.43	0.003	-0.331
43461.72921	9.616	0.004	-0.348
43461.72922	9.343	0.005	-0.349
43461.72923	9.535	0.004	-0.342
43461.72924	9.864	0.003	-0.334
43461.72925	9.028	0.003	-0.335
43461.72926	9.808	0.005	-0.347
43461.72928	9.375	0.002	-0.332
43461.72929	9.276	0.003	-0.325
43461.7293	13.046	0.002	-0.341
43461.72931	9.62	0.003	-0.345
43461.73962	10.288	0.003	-0.342
43461.73963	8.607	0.005	-0.345
43461.73965	9.343	0.004	-0.339
43461.73971	9.38	0	-0.34
43461.73973	8.412	0.004	-0.333
43461.75004	8.238	0.003	-0.334
43461.75005	8.991	0.003	-0.332
43461.75006	10.096	0.003	-0.344
43461.75007	8.871	0.004	-0.348
43461.75009	8.996	0.002	-0.33
43461.7501	9.012	0.003	-0.331
43461.75011	7.988	0.002	-0.335
43461.75012	9.532	0.004	-0.334
43461.75013	8.556	0.003	-0.334
43461.75014	10.245	0.004	-0.335
43461.76053	9.188	0.003	-0.316
43461.76054	7.988	0.002	-0.343
43461.76055	8.156	0.006	-0.346
43461.76056	9.804	0.005	-0.381
43461.77087	10.144	0.002	-0.334
43461.77089	9.784	0.004	-0.332
43461.7709	10.616	0.003	-0.335
43461.77091	9.503	0.004	-0.339
43461.78132	9.575	0.004	-0.335
43461.78134	9.468	0.002	-0.332
43461.78135	8.772	0.003	-0.335
43461.78136	9.508	0.001	-0.348
43461.78137	10.285	0.002	-0.355
43461.78138	9.556	0.004	-0.343
43461.78139	11.125	0.005	-0.338
43461.79171	8.823	0.004	-0.334
43461.79172	10.408	0.003	-0.332
43461.79173	10.712	0.003	-0.327
43461.79174	8.695	0.005	-0.332
43461.79175	9.516	0.002	-0.329
43461.80214	11.777	0.006	-0.347
43461.80215	10.552	0	-0.364
43461.80216	9.72	0.004	-0.338
43461.80217	9.492	0.004	-0.36
43461.80218	9.084	0.034	-0.312
43461.80219	9.572	0.002	-0.328
43461.8022	9.068	0.003	-0.325
43461.80222	8.084	0.005	-0.337
43461.80223	9.164	0.003	-0.333
43461.81254	9.343	0.004	-0.358
43461.81255	7.494	0.003	-0.345
43461.81256	10.704	0.001	-0.338
43461.81262	9.012	0.004	-0.348
43461.81263	8.364	0.013	-0.317
43461.81264	9.18	0.021	-0.3
43461.82296	10.688	0.003	-0.331
43461.82297	11.729	0.003	-0.333
43461.82298	10.969	0.004	-0.33
43461.82299	10.696	0.003	-0.348
43461.823	10.077	0.005	-0.343
43461.82301	10.24	0.025	-0.318
43461.82303	9.028	0.002	-0.342
43461.82304	11.341	0.002	-0.334
43461.82305	10.253	0.004	-0.362
43461.82306	11.549	0.003	-0.334
43461.83343	10.584	0.002	-0.343
43461.83344	15.564	0.004	-0.326
43461.83345	10.552	0.005	-0.35
43461.83346	9.728	0.003	-0.33
43461.83348	13.955	0.004	-0.312
43461.84379	10.347	0.002	-0.34
43461.8438	10.396	0.003	-0.325
43461.84381	9.45	0.002	-0.331
43461.84382	11.252	0.004	-0.313
43461.84384	9.68	0.001	-0.33
43461.84385	12.113	0.002	-0.333
43461.84386	10.945	0.003	-0.347
43461.85423	10.564	0.004	-0.338
43461.85424	11.212	0.003	-0.331
43461.85425	10.969	0.003	-0.332
43461.85426	11.785	0.006	-0.297
43461.85428	10.576	-0.002	-0.342
43461.85429	10.576	0.004	-0.326
43461.8543	12.658	0.004	-0.327
43461.85431	11.441	0.003	-0.321
43461.86462	12.19	0.007	-0.31
43461.86463	11.773	0.005	-0.317
43461.86465	14.352	0.006	-0.315
43461.86466	11.925	0.008	-0.308
43461.86472	11.545	0.005	-0.302
43461.86473	12.226	0.008	-0.29
43461.87504	12.005	0.015	-0.278
43461.87505	12.958	0.004	-0.308
43461.87506	12.254	0.005	-0.305
43461.87507	14.824	0.013	-0.284
43461.87509	12.95	0.008	-0.302
43461.8751	16.642	0.012	-0.267
43461.87511	11.789	0.029	-0.243
43461.87512	12.63	0.012	-0.273
43461.87513	13.931	0.011	-0.281
43461.87514	10.881	0.011	-0.276
43461.88546	27	0.011	-0.269
43461.88551	13.951	0.011	-0.258
43461.88553	13.014	0.018	-0.236
43461.88554	12.99	0.022	-0.218
43461.88555	13.362	0.019	-0.223
43461.88556	13.507	0.021	-0.199
43461.89587	12.013	0.019	-0.217
43461.89589	12.886	0.014	-0.247
43461.8959	15.818	0.019	-0.196
43461.89591	11.317	0.018	-0.225
43461.89592	13.215	0.017	-0.226
43461.89593	12.974	0.037	-0.11
43461.89594	14.12	0.029	-0.163
43461.90631	12.814	0.031	-0.147
43461.90632	13.815	0.028	-0.181
43461.90634	17.74	0.029	-0.149
43461.90635	13.407	0.038	-0.111
43461.90636	12.718	0.031	-0.141
43461.90637	14.216	0.029	-0.138
43461.90638	14.176	0.03	-0.135
43461.90639	16.941	0.055	0.017
43461.91671	13.579	0.048	-0.05
43461.91672	14.04	0.042	-0.046
43461.91673	13.215	0.067	0.102
43461.91674	17.644	0.04	-0.099
43461.91681	12.013	0.041	-0.059
43461.92712	12.69	0.061	0.081
43461.92714	28.505	0.047	-0.035
43461.92715	13.732	0.042	-0.029
43461.92716	12.934	0.062	0.056
43461.92717	15.321	0.092	0.167
43461.92718	13.335	0.109	0.24
43461.92719	13.335	0.069	0.112
43461.9272	14.712	0.073	0.128
43461.92721	14.088	0.118	0.264
43461.92723	14.52	0.084	0.17
43461.93754	13.636	0.068	0.12
43461.93761	15.473	0.101	0.214
43461.93762	13.919	0.068	0.103
43461.93763	14.232	0.077	0.128
43461.93764	14.52	0.067	0.093
43461.94796	16.464	0.055	0.013
43461.94797	13.62	0.062	0.072
43461.94798	13.123	0.072	0.113
43461.94799	11.577	0.073	0.13
43461.948	19.452	0.071	0.108
43461.94801	13.227	0.083	0.157
43461.94803	14.244	0.102	0.199
43461.94804	12.874	0.119	0.271
43461.95843	12.927	0.133	0.315
43461.95844	13.68	0.134	0.338
43461.95845	13.331	0.114	0.252
43461.95847	24.78	0.107	0.233
43461.95848	13.892	0.122	0.278
43461.96879	14.013	0.138	0.345
43461.9688	12.51	0.127	0.318
43461.96881	14.249	0.548	1.551
43461.96882	17.879	0.688	2.11
43461.96884	13.536	0.553	1.677
43461.96885	12.991	0.512	1.452
43461.96886	14.481	0.576	1.658
43461.97923	12.739	0.716	2.148
43461.97924	13.516	0.699	2.146
43461.97925	14.618	0.587	1.724
43461.97926	15.147	0.631	1.866
43461.97928	14.281	0.398	1.184
43461.97929	15.571	514.133	514.807
43461.9793	15.099	0.383	1.118
43461.97931	14.273	0.365	1.068
43461.98962	12.233	0.357	1.045
43461.98964	13.749	0.323	0.917
43461.98965	12.458	0.3	0.847
43461.98966	12.274	0.351	1.022
43461.98973	12.478	0.382	1.135
43462.00006	15.373	0.128	0.286
43462.00007	17.132	0.143	0.356
43462.00009	13.075	0.153	0.386
43462.0001	12.338	0.137	0.343
43462.00011	15.52	0.125	0.309
43462.00012	13.5	0.123	0.289
43462.00013	14.141	0.157	0.403
43462.00014	14.735	0.205	0.584
43462.00015	13.853	0.139	0.366
43462.00017	13.388	0.958	2.977
43462.01046	13.841	1.137	3.705
43462.01047	12.526	0.997	3.256
43462.01048	12.262	0.803	2.527
43462.01049	13.841	0.791	2.428
43462.0105	12.971	0.907	2.853
43462.01051	14.703	0.877	2.784
43462.01053	12.402	0.864	2.703
43462.01054	11.4	0.902	2.875
43462.01055	11.664	1.18	3.853
43462.01056	13.508	0.966	3.093
43462.02087	13.136	0.969	3.051
43462.02089	14.098	1.14	3.667
43462.0209	14.403	1.054	3.347
43462.02091	13.553	1.24	4.025
43462.02092	13.5	1.073	3.514
43462.02093	12.622	1.099	3.445
43462.02094	14.655	1.232	4.063
43462.02095	18.294	0.81	2.557
43462.02097	13.067	0.893	2.912
43462.02098	13.42	0.847	2.712
43462.03129	12.334	1.1	3.619
43462.0313	13.152	0.987	3.305
43462.03131	13.801	1.01	3.23
43462.03132	12.582	1.314	4.448
43462.03134	13.612	0.976	3.285
43462.03135	12.815	0.757	2.418
43462.03136	13.36	1.37	4.709
43462.03137	12.951	1.258	4.195
43462.03138	15.681	1.151	3.854
43462.03139	13.636	1.098	3.604
43462.04171	12.807	1.204	4.024
43462.04172	12.63	1.168	3.871
43462.04173	15.301	1.269	4.251
43462.04176	13.36	1.143	3.898
43462.04178	13.152	0.951	3.133
43462.04179	13.809	0.567	1.818
43462.0418	12.859	0.669	2.141
43462.04181	15.817	0.613	2.022
43462.05212	13.833	0.607	1.994
43462.05214	12.703	0.588	1.926
43462.05215	12.687	0.507	1.619
43462.05216	13.08	0.631	2.029
43462.05217	15.015	0.8	2.751
43462.05218	13.865	0.658	2.226
43462.05219	14.178	1.257	4.366
43462.06256	12.414	1.005	3.584
43462.06257	14.715	1.196	4.044
43462.06259	14.683	1.22	4.258
43462.0626	13.096	1.046	3.51
43462.06261	15.237	1.095	3.695
43462.06262	14.964	1.233	4.184
43462.06263	11.869	1.295	4.574
43462.06264	13.833	1.033	3.461
43462.07296	13.156	3.281	11.81
43462.07297	13.288	3.335	11.717
43462.07298	14.547	3.123	10.945
43462.07299	13.063	3.664	12.986
43462.08339	16.359	3.407	12.318
43462.0834	13.713	3.279	11.413
43462.08341	11.676	3.575	12.726
43462.08342	12.983	3.267	11.569
43462.08343	12.703	3.417	11.954
43462.08344	12.55	4.924	18.043
43462.08345	13.448	4.542	16.34
43462.08347	15.622	5.247	18.985
43462.08348	12.622	5.321	19.984
43462.09379	17.354	3.974	14.164
43462.0938	12.085	4.66	16.369
43462.09381	11.901	5.928	22.144
43462.09387	11.207	5.15	19.307
43462.09388	11.328	4.298	15.269
43462.09389	12.45	7.874	29.5
43462.10421	13.54	7.839	29.239
43462.10422	13.492	7.445	27.636
43462.10423	15.039	7.697	28.498
43462.10424	13.027	7.618	28.516
43462.10425	16.06	7.069	25.8
43462.10426	12.426	8.364	31.066
43462.10428	13.997	8.698	33.274
43462.10429	12.987	7.4	27.559
43462.1043	14.978	6.832	25.866
43462.10431	12.911	6.236	23.496
43462.11468	14.125	5.966	22.395
43462.11469	17.976	6.161	23.095
43462.1147	15.307	5.943	21.989
43462.11472	15.964	6.94	25.593
43462.11473	14.377	7.637	29.443
43462.12504	15.753	6.347	23.315
43462.12505	15.977	7.467	27.628
43462.12506	15.296	8.034	29.983
43462.12507	15.095	9.285	35.508
43462.12509	15.852	8.835	34.085
43462.1251	14.738	8.55	32.106
43462.12511	15.716	9.179	35.445
43462.12512	15.66	8.001	30.378
43462.12513	15.587	7.706	28.521
43462.1355	15.291	9.276	35.368
43462.13551	16.445	9.047	35.001
43462.13553	15.475	10.712	42.037
43462.13554	15.884	9.019	34.164
43462.13555	16.926	10.605	40.29
43462.13556	16.974	11.153	44.526
43462.14587	15.384	8.841	32.479
43462.14589	15.745	12.222	47.498
43462.1459	16.498	11.85	47.174
43462.14591	17.06	9.028	33.925
43462.14592	15.748	10.547	39.79
43462.14593	19.058	3.981	14.647
43462.15632	14.839	5.62	21.61
43462.15634	17.375	5.302	20.155
43462.15635	17.669	6.243	23.897
43462.15636	15.123	7.07	27.236
43462.15637	15.796	6.305	24.047
43462.15638	19.939	8.293	31.742
43462.15639	17.31	8.812	34.399
43462.16671	17.428	6.078	24.188
43462.16672	18.078	7.215	27.201
43462.16673	16.899	8.887	34.506
43462.16674	15.889	8.963	35.455
43462.16675	18.705	8.253	32.093
43462.16676	16.218	8.738	33.907
43462.16678	16.194	9.538	37.919
43462.16679	16.076	9.906	39.37
43462.1668	15.66	9.242	37.189
43462.16681	15.555	7.403	27.98
43462.17712	13.633	8.136	31.881
43462.17714	13.604	8.951	35.177
43462.17715	14.719	9.993	40.649
43462.17716	14.198	7.965	31.39
43462.17717	16.498	9.448	37.032
43462.17718	14.951	10.99	45.81
43462.17719	14.647	6.852	26.81
43462.1772	12.522	7.377	27.344
43462.17721	14.31	10.019	40.338
43462.17723	12.771	8.693	34.467
43462.18754	13.208	9.36	37.685
43462.18755	13.096	7.525	29.842
43462.18756	13.641	8.859	34.151
43462.18757	13.432	11.155	46.625
43462.18759	12.642	9.4	37.983
43462.1876	12.642	9.037	36.655
43462.18761	14.101	7.224	27.853
43462.18762	12.386	8.574	33.529
43462.18763	13.741	7.508	29.836
43462.18764	13.524	7.12	28.342
43462.19796	14.266	6.497	25.185
43462.19797	15.229	7.676	30.474
43462.19798	14.98	7.095	28.366
43462.19799	16.258	6.209	23.867
43462.198	15.32	7.898	31.357
43462.19801	15.424	8.329	33.746
43462.19803	14.903	7.74	31.085
43462.19804	14.823	5.361	21.106
43462.19805	14.061	5.14	19.246
43462.19806	15.865	8.404	33.765
43462.20837	14.098	9.487	40.27
43462.20838	13.954	5.61	22.277
43462.2084	14.403	5.426	20.363
43462.20841	15.801	7.975	32.146
43462.20842	13.917	6.935	27.819
43462.20843	14.991	7.133	28.065
43462.20844	17.06	5.992	23.613
43462.20845	15.504	6.133	24.47
43462.20847	14.671	5.317	20.733
43462.20848	16.418	6.238	24.39
43462.21879	13.192	7.249	29.642
43462.2188	11.668	5.343	21.102
43462.21881	13.08	5.849	22.711
43462.21882	13.665	6.302	24.961
43462.21884	13.893	5.916	23.431
43462.21885	13.749	7.362	29.611
43462.21886	13.941	6.793	27.248
43462.21887	13.131	5.497	21.353
43462.21888	13.925	5.506	21.003
43462.21889	12.402	6.561	25.768
43462.22921	15.774	6.15	24.287
43462.22922	12.695	5.937	23.041
43462.22923	15.485	6.255	24.234
43462.22924	14.395	7.223	28.653
43462.22925	13.556	2.2	8.348
43462.22926	15.854	2.419	9.085
43462.22928	13.689	2.557	9.863
43462.22929	15.197	2.342	8.822
43462.2293	12.835	2.755	10.511
43462.22931	13.484	2.777	10.854
43462.23962	16.164	2.568	9.681
43462.23964	16.135	2.923	11.12
43462.23965	18.581	2.38	9.12
43462.23966	17.651	2.102	7.934
43462.23967	17.659	2.152	8.036
43462.23968	16.039	2.503	9.421
43462.23969	15.662	3.268	12.942
43462.2397	17.177	2.344	9.157
43462.23972	17.169	2.037	7.371
43462.23973	16.488	2.981	11.39
43462.25004	19.574	3.226	12.386
43462.25005	18.539	2.658	10.248
43462.25006	16.752	5.103	19.833
43462.25007	18.877	4.878	18.917
43462.25009	19.575	4.801	18.544
43462.2501	16.432	4.313	16.63
43462.25011	19.286	3.971	14.806
43462.25012	17.827	4.514	17.332
43462.25013	21.347	4.171	15.885
43462.25014	19.96	4.073	15.42
43462.26046	16.822	4.887	19.11
43462.26047	16.317	3.598	13.815
43462.26048	17.416	2.918	10.709
43462.26049	19.205	3.53	13.109
43462.2605	15.285	3.899	14.882
43462.26051	15.63	4.393	16.887
43462.26053	18.38	4.369	17.14
43462.26054	17.29	3.122	11.705
43462.26055	16.664	3.145	11.373
43462.26056	15.95	3.917	14.907
43462.27087	21.114	3.484	12.575
43462.27089	21.258	4.185	15.519
43462.2709	21.836	4.668	17.768
43462.27091	21.483	3.913	14.717
43462.27092	23.585	3.939	14.462
43462.27093	27.371	4.321	16.477
43462.27094	24.114	3.626	13.248
43462.27095	20.77	4.638	17.418
43462.27096	21.083	4.827	18.817
43462.27098	23.705	3.216	11.933
43462.28129	27.186	2.866	10.207
43462.2813	26.432	3.636	13.663
43462.28131	27.708	3.13	11.663
43462.28132	30.211	2.561	9.197
43462.28134	27.274	2.731	9.855
43462.28135	28.269	2.733	10.143
43462.28136	26.809	2.29	8.345
43462.28137	26.945	2.994	11.055
43462.28138	26.977	2.774	9.972
43462.28139	29.126	2.978	10.826
43462.29171	25.51	2.788	10.156
43462.29172	23.609	2.607	9.34
43462.29173	23.889	2.649	9.494
43462.29174	25.365	2.575	9.195
43462.29175	24.996	2.624	9.177
43462.29176	27.114	2.781	10.046
43462.29178	24.956	2.938	10.62
43462.29179	22.863	2.726	9.803
43462.2918	23.945	2.611	9.371
43462.29181	24.01	2.301	8.16
43462.30212	18.127	2.114	7.397
43462.30213	20.119	1.879	6.464
43462.30215	19.477	2.212	7.605
43462.30216	17.015	3.151	11.353
43462.30217	17.833	2.662	9.913
43462.30218	17.897	1.666	5.756
43462.30219	20.119	1.912	6.537
43462.3022	19.951	1.867	6.248
43462.30222	18.065	2.566	9.08
43462.30223	18.884	2.47	8.779
43462.31254	21.361	2.132	7.417
43462.31255	19.925	1.85	6.296
43462.31256	20.32	1.942	6.339
43462.31257	19.918	2.327	8.21
43462.31259	20.648	2.087	7.264
43462.3126	19.991	1.573	5.184
43462.31261	21.86	2.253	7.993
43462.31262	22.879	1.66	5.696
43462.31263	20.6	1.386	4.541
43462.31264	20.095	1.64	5.513
43462.32296	23.432	1.771	6.031
43462.32297	23.28	1.66	5.384
43462.32298	22.1	1.533	5.146
43462.32299	21.868	1.797	6.147
43462.323	22.887	0.85	2.727
43462.32301	24.507	1.048	3.475
43462.32303	20.953	0.92	2.977
43462.32304	23.929	1.178	3.894
43462.32305	22.518	1.367	4.665
43462.32306	20.913	0.975	3.146
43462.33337	17.397	1.179	3.505
43462.33339	17.849	1.303	4.411
43462.3334	15.964	1.202	3.967
43462.33341	18.675	0.876	2.823
43462.33342	17.199	1.003	3.318
43462.33343	17.367	0.785	2.586
43462.33344	17.745	0.525	1.536
43462.33345	18.25	0.842	2.666
43462.33347	17.215	0.866	2.819
43462.33348	17.899	0.693	1.941
43462.34379	14.335	0.864	2.841
43462.3438	16.148	0.959	3.204
43462.34381	13.565	1.297	4.313
43462.34382	13.437	1.083	3.592
43462.34384	19.102	0.594	1.756
43462.34385	14.175	0.779	2.374
43462.34386	14.127	1.01	3.277
43462.34387	17.731	0.997	3.259
43462.34389	15.084	0.693	1.907
43462.34389	13.593	0.604	1.846
43462.35421	14.271	0.787	2.556
43462.35422	13.693	0.338	0.986
43462.35423	13.878	0.442	1.393
43462.35424	13.653	0.342	1.05
43462.35425	12.927	0.236	0.626
43462.35426	13.881	0.312	0.912
43462.35428	13.769	0.312	0.893
43462.35429	12.671	0.311	0.595
43462.3543	13.721	0.379	1.196
43462.35431	15.173	0.349	1.07
43462.36462	13.316	0.425	1.206
43462.36464	13.332	0.643	2.005
43462.36465	15.41	0.808	2.595
43462.36466	13.769	0.707	2.201
43462.36467	12.518	0.586	1.751
43462.36468	13.946	0.567	1.655
43462.36469	14.9	0.677	1.835
43462.3647	16.48	0.593	1.849
43462.36472	19.535	0.578	1.761
43462.36473	13.184	0.561	1.698
43462.37504	13.742	0.499	1.483
43462.37505	14.451	0.598	1.834
43462.37506	21.195	0.58	1.774
43462.37507	14.25	0.508	1.492
43462.37509	13.681	0.447	1.267
43462.3751	13.825	0.514	1.29
43462.37511	13.071	0.553	1.765
43462.37512	15.044	0.434	1.318
43462.37513	13.681	0.191	0.465
43462.37514	13.513	0.254	0.707
43462.38546	14.431	0.228	0.651
43462.38547	14.988	0.167	0.413
43462.38548	13.312	0.201	0.526
43462.38549	13.569	0.216	0.577
43462.3855	13.288	0.21	0.345
43462.38551	14.515	0.203	0.571
43462.38553	14.074	0.223	0.621
43462.38554	13.97	0.205	0.537
43462.38555	13.176	0.189	0.492
43462.38556	15.686	0.227	0.644
43462.39587	12.887	0.178	0.472
43462.39589	13.112	0.15	0.35
43462.3959	13.224	0.195	0.502
43462.39591	11.604	0.192	0.214
43462.39592	12.209	0.206	0.582
43462.39593	13.376	0.219	0.638
43462.39594	14.206	0.212	0.566
43462.39595	13.733	0.235	0.649
43462.39597	14.005	0.154	0.351
43462.39598	14.053	0.207	0.516
43462.40629	11.828	0.277	0.782
43462.4063	12.526	0.223	0.596
43462.40631	13.713	0.149	0.023
43462.40632	13.224	0.204	0.564
43462.40634	17.06	0.26	0.765
43462.40635	12.907	0.047	-0.083
43462.40636	13.588	0.069	0.03
43462.40637	12.49	0.097	0.183
43462.40638	13.204	0.074	0.044
43462.40639	12.442	0.05	-0.063
43462.41671	13.809	0.063	-0.017
43462.41672	13.906	0.065	-0.227
43462.41673	13.228	0.069	0.087
43462.41674	11.785	0.084	0.149
43462.41675	13.749	0.028	-0.184
43462.41676	13.236	0.036	-0.135
43462.41678	12.586	0.033	-0.181
43462.41679	13.003	0.027	-0.191
43462.4168	13.107	0.036	-0.148
43462.41681	13.38	0.038	-0.17
43462.42712	13.853	0.03	-0.449
43462.42714	12.891	0.026	-0.162
43462.42715	14.085	0.028	-0.146
43462.42716	12.899	0.019	-0.317
43462.42717	14.278	0.029	-0.265
43462.42718	12.779	0.012	-0.3
43462.42719	12.923	0.014	-0.274
43462.4272	11.981	0.017	-0.27
43462.42722	12.622	0.013	-0.296
43462.42723	13.103	0.01	-0.57
43462.43754	20.531	0.007	-0.258
43462.43755	13.989	0.013	-0.238
43462.43756	15.336	0.003	-0.373
43462.43757	14.013	0.006	-0.351
43462.43759	18.408	0.006	-0.359
43462.4376	14.751	0.004	-0.354
43462.43761	16.87	0.005	-0.31
43462.43762	13.319	0.004	-0.369
43462.43763	14.826	0.003	-0.443
43462.43764	20.196	0.006	-0.307
43462.44796	14.679	0.005	-0.322
43462.44797	13.821	0.003	-0.382
43462.44798	14.478	0.003	-0.371
43462.44799	13.468	0.002	-0.376
43462.448	12.366	0.019	-0.354
43462.44801	14.281	0	-0.367
43462.44803	11.54	0.004	-0.446
43462.44804	11.564	0.003	-0.295
43462.44805	13.071	0.002	-0.338
43462.44806	14.297	0.002	-0.332
43462.45837	12.418	0.003	-0.388
43462.45839	12.787	0.002	-0.384
43462.4584	13.031	0.002	-0.375
43462.45841	508.646	0.002	-0.379
43462.45842	12.294	0.002	-0.406
43462.45843	12.895	0.002	-0.665
43462.45844	13.592	0.002	-0.339
43462.45845	12.358	0.001	-0.35
43462.45847	12.085	0.002	-0.365
43462.45848	256.932	0.001	-0.372
43462.46879	15.681	0.003	-0.378
43462.4688	15.828	0.004	-0.375
43462.46881	15.075	0.003	-0.373
43462.46882	14.682	0.002	-0.398
43462.46884	16.525	0.004	-0.576
43462.46885	15.355	0.001	-0.339
43462.46886	16.012	0.001	-0.349
43462.46887	16.012	0.002	-0.356
43462.46888	15.379	0.005	-0.377
43462.46889	15.635	0.003	-0.372
43462.47921	14.51	0.005	-0.36
43462.47922	14.614	0.001	-0.381
43462.47923	12.434	0.002	-0.378
43462.47924	13.195	0	-0.687
43462.47925	13.656	0.003	-0.338
43462.47926	508.796	0.004	-0.335
43462.47928	508.796	0.001	-0.344
43462.47929	14.185	0.003	-0.363
43462.4793	14.562	0.007	-0.339
43462.47931	13.191	0.005	-0.353
43462.48962	8.942	0.003	-0.363
43462.48964	9.748	0.001	-0.366
43462.48965	11.536	0.003	-0.374
43462.48966	11.664	-0.003	-0.666
43462.48967	10.181	0.005	-0.325
43462.48968	10.125	0.002	-0.327
43462.48969	10.293	0.004	-0.367
43462.4897	9.668	0	-0.369
43462.48972	11.087	0.002	-0.355
43462.48973	9.516	0.004	-0.361
43462.50004	9.952	0.004	-0.368
43462.50005	10.433	0.003	-0.368
43462.50006	13.713	0.002	-0.384
43462.50007	21.589	0.047	-0.247
43462.50009	9.885	0.002	-0.321
43462.5001	10.037	0.004	-0.351
43462.50011	9.083	0.019	-0.352
43462.50012	8.987	0.004	-0.362
43462.50013	9.187	0.003	-0.361
43462.50014	9.516	0.003	-0.373
43462.51046	8.508	0.003	-0.352
43462.51047	9.286	0.004	-0.384
43462.51048	10.072	0.002	-0.462
43462.51049	10.08	0.003	-0.316
43462.5105	9.877	0.005	-0.361
43462.51051	9.315	0.002	-0.356
43462.51053	9.676	0.005	-0.36
43462.51054	9.54	0.003	-0.362
43462.51055	8.963	0.002	-0.364
43462.51056	9.628	0.004	-0.374
43462.52087	8.813	0.002	-0.386
43462.52089	9.206	0.002	-0.492
43462.5209	9.808	0.002	-0.313
43462.52091	9.014	0.002	-0.43
43462.52092	9.42	0.005	-0.353
43462.52093	10.285	0.003	-0.384
43462.52094	10.245	0.002	-0.361
43462.52095	9.468	0.004	-0.362
43462.52097	9.917	0.003	-0.358
43462.52098	10.197	0.001	-0.374
43462.53129	9.631	0.005	-0.659
43462.5313	10.024	0.004	-0.302
43462.53131	9.054	0.003	-0.36
43462.53132	9.315	0.004	-0.36
43462.53134	8.305	0.003	-0.369
43462.53135	9.965	0.003	-0.368
43462.53136	9.604	0.003	-0.363
43462.53137	8.915	0.002	-0.358
43462.53138	8.69	0.001	-0.385
43462.53139	9.564	0.002	-0.429
43462.54171	9.046	0.026	-0.244
43462.54172	8.901	0.004	-0.369
43462.54173	9.925	0.003	-0.368
43462.54174	11.055	0.004	-0.37
43462.54175	8.578	0.005	-0.357
43462.54176	9.259	0.002	-0.38
43462.54178	10.077	0.005	-0.343
43462.54179	10.75	0.004	-0.358
43462.5418	9.388	0.002	-0.384
43462.54181	9.355	0.001	-0.405
43462.55212	10.273	0.003	-0.372
43462.55214	12.049	0.003	-0.366
43462.55215	10.053	0.004	-0.361
43462.55216	9.315	0.003	-0.353
43462.55217	9.091	0.002	-0.352
43462.55218	10.029	0.003	-0.358
43462.55219	11.752	0.001	-0.36
43462.5522	9.123	0.003	-0.376
43462.55222	13.003	0.003	-0.512
43462.55223	15.844	0.003	-0.372
43462.56254	10.534	0.002	-0.365
