date_time,std_ntu,std_tot_par_a,std_b_g,std_b_r,time,std_wind_speed
43453.39,0.015151515,0.310577502,0.598245451,0.331207289,0.389016204,0.334288948
43456.78,0.121212121,0.001024777,0.743468238,0.398148148,0.784814815,0.388004527
43450.74,0.204545455,0.012736506,0.480837416,0.317528736,0.743159722,0.454470011
43458.38,0.378787879,0.006767369,0.250844595,0.145283019,0.378576389,0.890607318
43425.52,0.03030303,0.690210319,0.66650865,0.240257458,0.524340278,0.490380988
43440.67,0.560606061,0.066039618,0.430059858,0.165815396,0.670196759,0.590343267
43466.69,0.606060606,0.00542965,0.176028084,0.063030303,0.691134259,0.541908714
43452.24,0.083333333,0.003928998,0.639530255,0.37480315,0.243148148,0.427687665
43483.35,0.037878788,0.061056475,0.474699663,0.307294264,0.347418981,0.575254621
43451.55,0.090909091,0.423304714,0.565015443,0.225987978,0.545208333,0.280799698
43481.69,0.022727273,0.11431426,0.500364,0.322632312,0.691157407,0.477781969
43457.51,0.015151515,0.31101164,0.590292339,0.317083997,0.514050926,0.924556771
43431.41,0.015151515,0.204761028,0.626241341,0.319007569,0.409780093,0.574500189
43480.55,0.075757576,0.486936244,0.535742397,0.22622029,0.54537037,0.621274991
43455.44,0,0.349478054,0.642849206,0.356469501,0.441087963,0.591852131
43475.61,0.075757576,0.098220285,0.558037797,0.301346563,0.607858796,0.663523199
43472.31,0.272727273,0.017509542,0.304506833,0.162974684,0.305717593,0.363108261
43471.56,0.113636364,0.224372747,0.462969782,0.190838436,0.555694444,0.312259525
43461.66,0.856060606,0.005667993,0.234817217,0.087278107,0.659826389,0.560920407
43471.6,0.212121212,0.098705755,0.398092988,0.145797237,0.597384259,0.268125236
43457.59,0.03030303,0.208622735,0.627401285,0.282304465,0.586967593,0.714070162
43437.27,0.03030303,0.032470189,0.678555575,0.479125529,0.274340278,0.526141079
43445.55,0.363636364,0.007375621,0.279782973,0.156140351,0.54525463,0.393889098
43440.52,0.257575758,0.093291774,0.507147606,0.232481297,0.524375,0.796303282
43452.48,0.060606061,0.531177932,0.586765754,0.224517906,0.482731481,0.412900792
43475.48,0.053030303,0.010833943,0.482142857,0.300977199,0.482777778,0.680120709
43439.68,0.128787879,0.049899006,0.630322967,0.306143791,0.68056713,0.523726896
43454.51,0.022727273,0.765735807,0.633837566,0.226531317,0.513969907,0.3303659
43484.71,0.227272727,0.082131546,0.461073304,0.235117692,0.711990741,0.516484346
43451.75,0.075757576,0.012403396,0.552197239,0.378797468,0.753622685,0.174349302
43454.42,0.022727273,0.412124627,0.613783251,0.313021131,0.420208333,0.300792154
43432.39,0.015151515,0.375408445,0.645517521,0.272302273,0.388923611,0.377744247
43448.52,0.03030303,0.272407909,0.622729827,0.316891034,0.524375,0.123576009
43454.72,0.03030303,0.070212016,0.63182703,0.446715328,0.722337963,0.40211241
43481.67,0.053030303,0.140028081,0.502891791,0.303574286,0.670347222,0.281026028
43471.61,0.189393939,0.092156107,0.39774568,0.145147783,0.607824074,0.333006413
43454.51,0.098484848,0.681515696,0.63800835,0.235710323,0.514027778,0.3303659
43486.55,0.143939394,0.233985233,0.445426013,0.176180349,0.54537037,0.705016975
43474.6,0.098484848,0.153658132,0.481973253,0.229537922,0.597418981,0.484194644
43487.41,0.151515152,0.021385849,0.266606405,0.171449925,0.40994213,0.495209355
43457.63,0.03030303,0.334278656,0.603012351,0.251240524,0.628541667,0.956997359
43470.63,0.212121212,0.126653283,0.41892694,0.154689245,0.628680556,0.293247831
43446.26,0.212121212,0.016049319,0.494028141,0.244,0.263993056,0.328630705
43483.61,0.121212121,0.290780164,0.539388442,0.216326531,0.607881944,0.621274991
43455.6,0.022727273,0.580631574,0.650429284,0.24102971,0.597349537,0.439984911
43428.71,0.03030303,0.087229402,0.649166549,0.291145092,0.711770833,0.333006413
43453.25,0.045454545,0.00970084,0.617291521,0.487850467,0.253564815,0.277480196
43433.39,0.015151515,0.437766044,0.637799416,0.241708699,0.388946759,0.331044889
43433.52,0.045454545,0.581702819,0.623125239,0.276847578,0.524305556,0.112938514
43469.65,0.5,0.059657807,0.375387679,0.135934597,0.649421296,0.419011694
43441.34,0.363636364,0.016694454,0.286389594,0.187126866,0.33681713,0.822708412
43479.72,0.037878788,0.050882967,0.529860618,0.351710422,0.722407407,0.46284421
43448.53,0.053030303,0.511980225,0.583388525,0.278589263,0.534791667,0.101772916
43439.49,0.022727273,0.369245767,0.610264439,0.262787917,0.493078704,0.750282912
43482.36,0.007575758,0.189841176,0.507452714,0.315294601,0.3578125,0.527499057
43435.73,0.022727273,0.038249906,0.655517435,0.557784011,0.732708333,0.303130894
43437.7,0.022727273,0.043956778,0.588260424,0.35915493,0.701412037,0.429724632
43447.75,0.060606061,0,0.558270677,0.338461538,0.753530093,0.33459072
43480.32,0.053030303,0.033567867,0.50573563,0.253499079,0.316168981,0.829498303
43432.57,0.037878788,0.168730558,0.605961002,0.371320576,0.5659375,0.387250094
43440.67,0.356060606,0.054716137,0.406951606,0.171461717,0.670243056,0.590343267
43478.53,0.037878788,0.252536988,0.489482376,0.227113366,0.534872685,0.603923048
43476.64,0.098484848,0.197818396,0.472635739,0.232344764,0.639039352,0.635609204
43484.47,0.015151515,0.393395172,0.518263171,0.230592867,0.472453704,0.47476424
43480.75,0.090909091,0.014879252,0.500749774,0.308470588,0.753634259,0.538890985
43475.66,0.106060606,0.069386234,0.580994107,0.282638889,0.659861111,0.599396454
43456.41,0.022727273,0.248615494,0.601761881,0.428731478,0.409837963,0.266691814
43466.41,0.689393939,0.00615208,0.221917808,0.079338843,0.409884259,0.682384006
43452.46,0.060606061,0.513566516,0.585562528,0.233226502,0.461898148,0.483289325
43474.66,0.075757576,0.206450772,0.530861187,0.265321329,0.65994213,0.456884195
43448.31,0.03030303,0.167449399,0.577458704,0.291808192,0.305625,0.554130517
43458.43,0.651515152,0.002617909,0.17519084,0.102255639,0.43068287,0.849867974
43452.77,0.045454545,0.002447698,0.71062935,0.541791045,0.774386574,0.176838929
43475.63,0.348484848,0.079231616,0.574097086,0.287660455,0.628668981,0.637118069
43435.64,0.015151515,0.233095357,0.650341346,0.403295907,0.638923611,0.327876273
43478.68,0.03030303,0.078492532,0.53822956,0.313324048,0.680798611,0.520256507
43425.6,0.015151515,0.517934593,0.676336656,0.248780983,0.5971875,0.319803848
43475.49,0.083333333,0.010932333,0.525597793,0.373529412,0.493275463,0.708789136
43441.6,0.446969697,0.015600214,0.403807947,0.174276527,0.597303241,1
43434.64,0.007575758,0.244171094,0.581699628,0.372945659,0.638923611,0.061184459
43475.44,0.075757576,0.008404605,0.512371845,0.330472103,0.441111111,0.668804225
43437.25,0.015151515,0.014592572,0.689278846,0.478378378,0.253460648,0.50818559
43483.56,0.068181818,0.228588501,0.536226219,0.218195956,0.555717593,0.65748774
43426.73,0.037878788,0.026815946,0.670065789,0.35503268,0.732627315,0.374651075
43426.33,0.022727273,0.115870079,0.593699613,0.417208413,0.326400463,0.543493022
43449.38,0.060606061,0.059951116,0.630299659,0.304473541,0.378587963,0.375254621
43472.51,0.068181818,0.242116411,0.453889808,0.221161928,0.514050926,0.52546209
43486.45,0.257575758,0.087394345,0.33459265,0.200630564,0.4515625,0.64089023
43476.75,0.113636364,0.005310868,0.459256329,0.174796748,0.75369213,0.487212373
43452.4,0.045454545,0.318088809,0.551563676,0.259947846,0.399398148,0.510222558
43461.68,0.856060606,0.003892195,0.227576336,0.087966805,0.680659722,0.589588834
43447.49,0.090909091,0.503475724,0.577472535,0.278602759,0.493171296,0.807619766
43436.7,0.015151515,0.067583305,0.614672912,0.465928571,0.701458333,0.505243304
43475.49,0.083333333,0.010581257,0.527604167,0.349310345,0.493263889,0.708789136
43451.36,0.090909091,0.196726218,0.537906098,0.272222222,0.357708333,0.328630705
43456.68,0.068181818,0.066135259,0.734180515,0.35354536,0.680694444,0.676348548
43472.32,0.265151515,0.020080268,0.308403378,0.167136812,0.316122685,0.388834402
43452.67,0.053030303,0.08276282,0.587317685,0.380089597,0.670277778,0.159185213
43451.64,0.060606061,0.184332248,0.531806716,0.29012948,0.638958333,0.172463221
43438.25,0.045454545,0.013527995,0.572878229,0.325252525,0.253564815,0.567710298
43434.6,0.022727273,0.344656062,0.627361532,0.346744955,0.597222222,0.075745002
43456.78,0.03030303,0.00103463,0.735217842,0.403846154,0.784884259,0.388004527
43482.41,0.022727273,0.362036154,0.533046225,0.265358681,0.409895833,0.5303659
43445.63,0.333333333,0.029516701,0.403056725,0.208648111,0.628530093,0.45047152
43439.65,0.068181818,0.094655395,0.635491887,0.273869029,0.649328704,0.678611845
43445.4,0.446969697,0.00492482,0.267422856,0.135874439,0.399351852,0.315352697
43475.6,0.068181818,0.101134083,0.546886722,0.293179505,0.597372685,0.682384006
43452.39,0.045454545,0.269639962,0.549658777,0.27203138,0.389027778,0.482987552
43439.53,0.022727273,0.647102202,0.618929685,0.223454454,0.534780093,0.771407016
43435.41,0.015151515,0.503384738,0.662733758,0.261717113,0.409733796,0.360015089
43454.41,0.03030303,0.456531845,0.5879385,0.300124205,0.409872685,0.335345153
43436.64,0.022727273,0.311292217,0.608765236,0.323193393,0.638900463,0.492568842
43482.58,0.015151515,0.476463495,0.593411957,0.240055285,0.576643519,0.613730668
43439.47,0.015151515,0.277856579,0.600292105,0.278387243,0.472256944,0.860430026
43467.65,0.742424242,0.016408886,0.25521859,0.083842795,0.649456019,0.403545832
43429.61,0.045454545,0.326891131,0.600841236,0.262630765,0.607662037,0.746510751
43478.61,0.083333333,0.14267868,0.519327626,0.304196338,0.6078125,0.50328178
43439.67,0.098484848,0.057098322,0.646429947,0.322202591,0.670196759,0.585816673
43463.48,0.901515152,0.008796411,0.234375,0.059055118,0.482824074,0.824971709
43476.42,0.166666667,0.093607698,0.428326651,0.232808758,0.420277778,0.67710298
43466.63,0.621212121,0.017079893,0.246943326,0.078497942,0.628611111,0.642399095
43428.3,0.022727273,0.057888472,0.664657402,0.419646643,0.295162037,0.55186722
43454.48,0.022727273,0.801173096,0.618800621,0.236154727,0.482789352,0.250396077
43452.34,0.037878788,0.042324883,0.635446397,0.425604839,0.336875,0.42195398
43429.44,0.045454545,0.289720405,0.529317167,0.312393543,0.440960648,0.47732931
43437.66,0.022727273,0.184501391,0.611303472,0.320526015,0.65974537,0.297170879
43450.72,0.174242424,0.02496304,0.448447132,0.289067055,0.722303241,0.555639381
43460.28,0.765151515,0.0035942,0,0,0.284837963,0.797812146
43431.43,0.015151515,0.243536517,0.621938579,0.330959025,0.430532407,0.217653716
43480.64,0.151515152,0.247085214,0.490941371,0.268210383,0.639074074,0.518823086
43451.33,0.106060606,0.09928577,0.516017042,0.293743335,0.326469907,0.343870238
43468.6,0.234848485,0.227254605,0.474208262,0.164840136,0.597337963,0.491512637
43435.73,0.022727273,0.039494466,0.645155221,0.544042838,0.732673611,0.303130894
43467.63,0.643939394,0.02964373,0.287919433,0.088499385,0.628622685,0.537457563
43456.61,0.03030303,0.398299397,0.595412797,0.231564859,0.607708333,0.688419464
43429.58,0.053030303,0.378150803,0.579063493,0.255955074,0.576435185,0.683138438
43425.57,0.022727273,0.579624761,0.692115439,0.258164231,0.565925926,0.377140702
43479.6,0.053030303,0.242124358,0.522498709,0.27374464,0.597453704,0.519124859
43431.57,0.037878788,0.416692802,0.594035464,0.335798481,0.565949074,0.14696341
43475.67,0.121212121,0.041494945,0.585766038,0.286012365,0.670358796,0.572236892
43443.33,0.659090909,0.000397557,0.320913462,0.153448276,0.326458333,0.864202188
43455.34,0.022727273,0.160726328,0.596146003,0.507056911,0.336944444,0.446473029
43456.39,0.007575758,0.105958784,0.628359041,0.472657311,0.38900463,0.370652584
43446.47,0.143939394,0.175939373,0.441700113,0.232747489,0.472326389,0.229271973
43454.67,0.022727273,0.196949991,0.621631403,0.34721374,0.670277778,0.311505092
43479.76,0.053030303,0.011603181,0.577167981,0.340785498,0.764039352,0.544851
43439.38,0.022727273,0.191945643,0.542346257,0.361970316,0.37849537,0.689928329
43486.72,0.21969697,0.036845508,0.395574383,0.168811189,0.72244213,0.797057714
43452.68,0.037878788,0.057516326,0.604376481,0.379958101,0.680659722,0.167333082
43437.52,0.022727273,0.659784411,0.641387882,0.217607491,0.524340278,0.492568842
43479.33,0.045454545,0.115461107,0.532354175,0.289873035,0.326550926,0.705771407
43451.6,0.053030303,0.323838691,0.559085424,0.255691439,0.597349537,0.149226707
43484.67,0.075757576,0.127458368,0.494957692,0.2255451,0.670347222,0.485703508
43454.68,0.015151515,0.157735427,0.632208762,0.360086873,0.680706019,0.330592229
43434.4,0.03030303,0.467192884,0.635591695,0.246428571,0.399363426,0.305771407
43441.53,0.325757576,0.02858509,0.427437965,0.239297848,0.534791667,0.776688042
43451.57,0.060606061,0.408455051,0.56703593,0.232869924,0.566087963,0.263523199
43432.5,0.007575758,0.343280235,0.637076231,0.329597523,0.503518519,0.435910977
43435.23,0.045454545,0.001986672,0.826580669,0.518461538,0.232650463,0.248887212
43433.65,0.053030303,0.054340832,0.464510421,0.253164557,0.649363426,0.051904942
43469.38,0.227272727,0.03239699,0.302312078,0.19224572,0.378611111,0.615993965
43450.66,0.378787879,0.083069473,0.375982962,0.195472512,0.659849537,0.525914749
43458.42,0.674242424,0.013593332,0.2300513,0.126365348,0.420277778,0.811391928
43436.34,0.053030303,0.096337602,0.667522843,0.376379516,0.336840278,0.35443229
43482.76,0.015151515,0.016893946,0.630082506,0.467837838,0.764074074,0.514371935
43479.35,0.037878788,0.166339752,0.52937602,0.269744076,0.347430556,0.632591475
43482.75,0.151515152,0.024259823,0.610709419,0.433756806,0.753680556,0.491889853
43451.77,0.090909091,0.00179608,0.290577168,0.217741935,0.774444444,0.070690306
43426.33,0.045454545,0.116035192,0.593743963,0.418659004,0.326377315,0.543493022
43426.67,0.045454545,0.237847696,0.616723251,0.284319211,0.670150463,0.432666918
43426.23,0.022727273,0.002546731,0.726393885,0.403370787,0.232604167,0.585062241
43478.44,0.037878788,0.422582519,0.565847455,0.242588669,0.441215278,0.468879668
43457.4,0.015151515,0.222874767,0.551231021,0.41700145,0.399467593,0.950961901
43481.28,0.03030303,0.02326009,0.482249118,0.325795645,0.284918981,0.457035081
43458.34,0.537878788,0.007729903,0.283519809,0.153691275,0.336979167,0.845341381
43439.6,0.053030303,0.496038577,0.632365839,0.23872535,0.597256944,0.735194266
43482.4,0.007575758,0.335221745,0.542867098,0.266217595,0.399525463,0.551112788
43442.42,0.431818182,0.011995857,0.320360702,0.217391304,0.420208333,0.79253112
43483.3,0.037878788,0.037037044,0.434434406,0.30157563,0.295393519,0.496944549
43428.34,0.022727273,0.068110368,0.638041171,0.419134253,0.33681713,0.543493022
43480.59,0.106060606,0.240132101,0.518772464,0.249677086,0.587037037,0.606940777
43439.53,0.022727273,0.649060679,0.626784098,0.227927743,0.534803241,0.771407016
43436.72,0.015151515,0.045503937,0.604898812,0.487582418,0.722222222,0.51799321
43476.66,0.128787879,0.134846898,0.492725308,0.242932903,0.659907407,0.637872501
43477.67,0.068181818,0.111418183,0.490553614,0.271271057,0.67037037,0.508487363
43433.73,0.045454545,0.030569174,0.57445941,0.343658537,0.732650463,0.114447378
43430.24,0.015151515,0.009220453,0.744704325,0.272479564,0.24306713,0.377140702
43437.71,0.045454545,0.033820175,0.54415107,0.341836735,0.711793981,0.442625424
43425.76,0.022727273,0.004959734,0.841297238,0.666019417,0.763912037,0.385213127
43426.69,0.037878788,0.01808968,0.83984013,0.474172185,0.690983796,0.393511882
43436.26,0.015151515,0.021112445,0.75132731,0.535874439,0.263923611,0.367106752
43472.51,0.068181818,0.263029281,0.462375191,0.215171035,0.514108796,0.52546209
43486.47,0.159090909,0.060961277,0.37467188,0.205465587,0.472465278,0.519954734
43473.6,0.128787879,0.155206857,0.431931996,0.188554007,0.597418981,0.186797435
43487.63,0.333333333,0.133576877,0.42604244,0.153284798,0.62869213,0.495209355
43455.58,0.037878788,0.685447495,0.647563863,0.24415811,0.576516204,0.481478687
43432.67,0.045454545,0.033598436,0.606063179,0.348954895,0.670208333,0.216974727
43446.28,0.174242424,0.024681879,0.498937331,0.212432432,0.284849537,0.314824594
43473.45,0.053030303,0.164285782,0.403097915,0.225360458,0.451539352,0.47008676
43487.51,0.234848485,0.127558605,0.371282905,0.177496177,0.514074074,0.495209355
43454.43,0.037878788,0.460651994,0.623425803,0.3,0.430613426,0.355186722
43437.68,0.015151515,0.086631971,0.644126055,0.389986092,0.680555556,0.39064504
43432.59,0.022727273,0.309374582,0.579789105,0.339232176,0.586875,0.248057337
43450.59,0.310606061,0.104833533,0.362697197,0.150563116,0.586863426,0.380082988
43450.57,0.454545455,0.082644618,0.388419323,0.159606792,0.566076389,0.435005658
43428.41,0.015151515,0.407768194,0.565273291,0.35466,0.409756944,0.583553376
43428.41,0.022727273,0.389302335,0.565084899,0.357382274,0.409733796,0.583553376
43474.71,0.045454545,0.085842528,0.530019685,0.278834951,0.711956019,0.178800453
43444.71,0.848484848,0.000300127,0.186121324,0.060810811,0.711921296,0.720105621
43454.67,0.03030303,0.199421823,0.619030129,0.328604568,0.670266204,0.311505092
43430.38,0.068181818,0.264336236,0.56073751,0.290530398,0.378518519,0.344096567
43428.45,0.022727273,0.405355395,0.58029727,0.322955473,0.451435185,0.616748397
43450.75,0.196969697,0.007180902,0.540456081,0.350246305,0.753564815,0.352697095
43471.7,0.242424242,0.044339428,0.395071921,0.161577181,0.701597222,0.230026405
43427.45,0.022727273,0.488690756,0.600727317,0.307658475,0.451400463,0.608449642
43472.39,0.113636364,0.101682127,0.393761156,0.24375,0.389016204,0.498528857
43442.53,0.484848485,0.030412767,0.427537129,0.250054289,0.534768519,0.716333459
43449.42,0.03030303,0.236808155,0.61821633,0.283255814,0.420196759,0.545228216
43481.55,0.053030303,0.481540217,0.521192014,0.205195361,0.54537037,0.418709921
43435.55,0.007575758,0.680233274,0.64917077,0.2411733,0.545185185,0.329385138
43454.52,0.022727273,0.673000163,0.629192087,0.234477198,0.524444444,0.322067144
43478.5,0.045454545,0.316942687,0.515534508,0.240022751,0.503622685,0.588834402
43436.76,0.03030303,0.007036724,0.723817568,0.567549669,0.763900463,0.46239155
43485.71,0.393939394,0.043680589,0.414461752,0.190914787,0.712013889,0.564692569
43445.64,0.227272727,0.020786834,0.395574229,0.213936782,0.638912037,0.45092418
43486.61,0.181818182,0.263960641,0.487890863,0.173699607,0.607905093,0.688419464
43471.38,0.151515152,0.038052667,0.327897672,0.208861859,0.378680556,0.268728782
43485.52,0.128787879,0.460843824,0.496351599,0.19747271,0.524560185,0.827235006
43436.33,0.03030303,0.100711629,0.650906088,0.385389738,0.326423611,0.377895134
43474.59,0.113636364,0.250898798,0.486779827,0.229266242,0.587025463,0.403772161
43455.66,0.060606061,0.274116038,0.644904459,0.291166078,0.659849537,0.46261788
43450.65,0.242424242,0.067254055,0.376168342,0.195677106,0.649421296,0.591097699
43440.67,0.628787879,0.060803576,0.411436028,0.173392555,0.670162037,0.590343267
43445.47,0.454545455,0.004218287,0.255740528,0.150857143,0.472337963,0.373745756
43435.42,0.060606061,0.71991881,0.637360669,0.226256845,0.420162037,0.333232742
43439.53,0.022727273,0.627152299,0.627186394,0.243656592,0.53474537,0.771407016
43480.71,0.113636364,0.03531786,0.506986461,0.341873589,0.712002315,0.543870238
43430.47,0.090909091,0.364205681,0.552460929,0.306430354,0.472199074,0.049641645
43430.68,0.037878788,0.173553046,0.601369214,0.291424946,0.680613426,0.054168238
43451.41,0.075757576,0.330265626,0.559279422,0.240330357,0.409849537,0.265861939
43472.55,0.106060606,0.29432868,0.486318659,0.213537906,0.545324074,0.353376084
43454.75,0.037878788,0.021056405,0.694076609,0.545754717,0.753541667,0.463523199
43481.61,0.037878788,0.347571406,0.534375652,0.228771137,0.607858796,0.430705394
43485.38,0.272727273,0.047902934,0.383749329,0.276715686,0.378738426,0.640135798
43431.7,0.037878788,0.089445786,0.598151755,0.314363354,0.701354167,0
43475.75,0.159090909,0.01346334,0.590484297,0.273101952,0.753645833,0.442549981
43487.74,0.212121212,0.017211906,0.396711744,0.15986014,0.743310185,0.495209355
43459.61,0.840909091,0.014261204,0.245556015,0.088442211,0.607766204,0.692946058
43455.65,0.053030303,0.302474057,0.64523037,0.297405015,0.649456019,0.452659374
43440.43,0.348484848,0.073754264,0.455493226,0.265402405,0.430625,0.627310449
43441.49,0.272727273,0.039603805,0.443737173,0.274798928,0.493159722,0.844586948
43457.58,0.022727273,0.31092416,0.635320343,0.271138724,0.57650463,0.837797058
43440.61,0.446969697,0.188098775,0.471695026,0.173510446,0.607743056,0.581290079
43468.76,0.159090909,0.003353199,0.487173913,0.272131148,0.764097222,0.305243304
43478.73,0.045454545,0.019878058,0.631362204,0.353610108,0.73287037,0.553376084
43447.23,0.098484848,0.000149104,0.6125,0.257894737,0.23275463,0.184835911
43437.27,0.037878788,0.032376883,0.679643027,0.483072546,0.274386574,0.526141079
43483.53,0.090909091,0.253490581,0.535073201,0.224742382,0.534895833,0.584307808
